id,num_walks,partition,blip1_dsg_spearman,blip1_dsg_ks_test,blip1_dsg_delta,fuyu_dsg_spearman,fuyu_dsg_ks_test,fuyu_dsg_delta,instruct_blip_dsg_spearman,instruct_blip_dsg_ks_test,instruct_blip_dsg_delta,llava-alt_dsg_spearman,llava-alt_dsg_ks_test,llava-alt_dsg_delta,llava_dsg_spearman,llava_dsg_ks_test,llava_dsg_delta,mplug_dsg_spearman,mplug_dsg_ks_test,mplug_dsg_delta,blip1_tifa_spearman,blip1_tifa_ks_test,blip1_tifa_delta,fuyu_tifa_spearman,fuyu_tifa_ks_test,fuyu_tifa_delta,instruct_blip_tifa_spearman,instruct_blip_tifa_ks_test,instruct_blip_tifa_delta,llava-alt_tifa_spearman,llava-alt_tifa_ks_test,llava-alt_tifa_delta,llava_tifa_spearman,llava_tifa_ks_test,llava_tifa_delta,mplug_tifa_spearman,mplug_tifa_ks_test,mplug_tifa_delta,alignscore_spearman,alignscore_ks_test,alignscore_delta,blipscore_spearman,blipscore_ks_test,blipscore_delta,clipscore_spearman,clipscore_ks_test,clipscore_delta,gpt4v_tifa_spearman,gpt4v_tifa_ks_test,gpt4v_tifa_delta,gpt4v_dsg_spearman,gpt4v_dsg_ks_test,gpt4v_dsg_delta
10,90,synth,0.8027171490564261,0.8469945355191257,0.3823315118098361,0.25960667430124584,0.5808743169398904,0.1289617484535519,0.7337475374459866,0.8633879781420765,0.39981785071038234,0.7899479655251688,0.8177595628415304,0.35154826961639357,0.7007513235531801,0.7765027322404373,0.26357012756393455,0.6713476365649073,0.8499999999999999,0.317486338895082,0.7486410435875887,0.7890710382513665,0.4043715847060109,0.6434956942601386,0.716393442622951,0.23296903464699448,0.721104425220985,0.8666666666666666,0.42094717671256815,0.6105059671943126,0.7636612021857926,0.23205828761092895,0.6071461878446565,0.759562841530055,0.2956284152590162,0.5299442901777079,0.6964480874316943,0.24499089243825137,0.5596598838395381,0.9355191256830601,0.26172677595628424,0.22533673507997906,0.5863387978142076,0.04602185792349727,0.5200729575112015,0.8991803278688523,0.202775956284153,0.7603227449395255,0.7901639344262295,0.23060109308196716,0.5605540250407332,0.8,0.28415300553770484
11,3,synth,0.9327423638669723,1.0,0.6222222225999999,0.3022516732247772,0.6333333333333334,0.2111111112,0.951377630930434,1.0,0.5777777781999999,0.9648389630540639,1.0,0.5,0.951377630930434,1.0,0.5777777781999999,0.951377630930434,1.0,0.5777777781999999,0.9293481227680352,1.0,0.5599999999999999,0.819003007154399,0.9333333333333332,0.41999999999999993,0.8966504629783982,1.0,0.6333333333333333,0.8966504629783982,1.0,0.6333333333333333,0.8654847277339447,1.0,0.4666666666666666,0.8102549019988572,0.8333333333333334,0.40666666666666673,0.8097772179057551,1.0,0.4816666666666667,0.1075948536989657,0.8666666666666667,0.1479999999999999,0.8068311978335435,1.0,0.4756666666666667,0.9180069366798076,1.0,0.42,1.0,1.0,0.555555556
12,2,synth,0.6414213562373096,0.8,0.13999999999999996,-0.14027151248268002,0.5,-0.08000000000000002,0.8478041718201262,1.0,0.45999999999999996,0.6,0.6,0.35999999999999993,0.7013575624134001,1.0,0.54,0.5422176684690384,0.7,0.33999999999999997,0.5599362061760905,0.8,0.21428571440000005,0.816227766016838,0.9,0.19999999929999998,0.8872983346207417,1.0,0.29999999980000014,0.5656854249492381,0.8,0.3142857141000001,0.6109051323707207,0.8,0.1999999997,0.42311422495729906,0.7,0.14285714299999996,0.6546536707079772,1.0,0.16099999999999998,0.13093073414159548,0.7,0.02200000000000002,0.6546536707079772,1.0,0.18500000000000008,0.6414213562373096,0.8,0.17142857079999999,0.782842712474619,0.9,0.5
13,6,synth,0.7865331316095304,0.8545454545454546,0.490909090909091,0.6009533214310707,0.6757575757575758,0.25272727272727274,0.694650957976287,0.7969696969696969,0.4436363636363636,0.9380763106422304,0.9636363636363636,0.550909090909091,0.9445509267427034,0.9818181818181819,0.5563636363636365,0.8048135820767406,0.8363636363636364,0.47818181818181826,0.7171838525186089,0.7909090909090909,0.2818181816727273,0.7924461024624575,0.8363636363636363,0.2909090905636363,0.7979981819425841,0.8424242424242423,0.2779220777272728,0.9426828607501777,0.9818181818181819,0.4298701295727273,0.764385351091318,0.8242424242424242,0.2896103893,0.6931233162426285,0.7575757575757575,0.30000000000000004,0.6847385302017767,0.9151515151515152,0.28109090909090906,-0.16610542218241786,0.9181818181818181,-0.27081818181818185,0.6862118484734444,0.9090909090909091,0.19845454545454547,0.9601009986047059,0.9818181818181819,0.29090909070909093,0.8965492640975211,0.9333333333333332,0.5636363636363637
14,4,synth,0.7966055243256209,0.75,0.41666666680555553,0.9237653584335329,0.6666666666666666,0.5555555555555555,0.894748491549112,0.7222222222222222,0.4629629630555555,0.8981766242094493,0.6944444444444444,0.41666666680555553,0.917840912054028,0.6666666666666666,0.37037037055555555,0.8598364558570689,0.6944444444444444,0.41666666680555553,0.9309195213004128,0.7962962962962963,0.4938271605555555,0.8313995959371324,0.6111111111111112,0.2314814818055555,0.9483371275822388,0.8888888888888888,0.4938271605555556,0.9830745301168798,0.8888888888888888,0.5555555555555556,0.9718723584655745,0.8888888888888888,0.5555555555555556,0.9661777749110768,0.8611111111111112,0.5555555555555556,0.8985462946593197,0.9351851851851853,0.25,0.489393318101262,0.6907407407407407,0.2587962962962963,0.6768050741287011,0.7962962962962963,0.17638888888888887,0.9731710302175457,0.8888888888888888,0.5555555555555556,0.917840912054028,0.6666666666666666,0.37037037055555555
15,4,synth,0.0,0.0,0.0,0.19998988729076234,0.575,0.025000000000000022,0.6935854122563143,0.625,0.40625,0.5333333333333333,0.5,0.375,0.6801549520303076,0.75,0.34375,0.4258818197447407,0.55,0.35,-0.30766060933598394,0.3,-0.03749999999999998,0.36163067842609103,0.4125,0.06562499999999999,0.7284971432923473,0.75,0.28125,0.5310006048236111,0.55,0.2,0.6130117759183331,0.65,0.31875,0.552096104819497,0.75,0.190625,0.8054969794642118,1.0,0.20525,-0.679896733444276,0.8999999999999999,-0.51675,0.7207766257269151,0.9375,0.15650000000000008,0.9450537863332946,1.0,0.28125,1.0,1.0,0.625
16,2,synth,0.4325800137536758,0.8,0.07500000000000001,-0.44095659548303806,0.6000000000000001,-0.2,0.8872983346207417,1.0,0.475,0.6196773353931867,0.9,0.4,1.0,1.0,0.25,0.732379000772445,0.9,0.425,0.5656854249492381,0.8,0.26666666640000003,0.515221713247064,0.8,0.13333333349999996,0.7745966692414834,1.0,0.2500000005,0.6956083436402526,1.0,0.33333333379999996,0.8535533905932738,1.0,0.28333333389999993,0.599070478491457,0.8,0.18333333370000002,0.6594324174315244,1.0,0.2619999999999999,-0.2618614682831909,0.7,-0.181,0.6594324174315244,1.0,0.135,1.0,1.0,0.16666666600000002,1.0,1.0,0.25
17,36,synth,0.9337471468487913,0.913953488372093,0.33178294603837205,0.5289238731941098,0.6790697674418603,0.15400516814302323,0.7424144647504243,0.8790697674418604,0.28527131796744176,0.9197990214758942,0.9488372093023254,0.3616279071988372,0.814968313901774,0.8976744186046512,0.2532299742139534,0.9157898444939157,0.9453488372093023,0.3937123171523255,0.8582557818606518,0.8666666666666665,0.22050387596899224,0.20770778272410428,0.5593023255813955,0.04879844961240311,0.8636344793288749,0.8848837209302325,0.3057364341085272,0.778042787200004,0.9,0.20802325581395362,0.7146762771595516,0.7751937984496127,0.16116279069767445,0.7938503188428199,0.8058139534883723,0.181046511627907,0.8482191891265803,0.9430232558139534,0.24252325581395348,0.18775499328181283,0.7267441860465116,0.11836821705426354,0.8153725697033544,0.9325581395348835,0.1874728682170543,0.8694217846779517,0.836046511627907,0.16744186046511622,0.8940975427895995,0.9290697674418603,0.4055555557337209
18,2,synth,1.0,1.0,0.4,-0.7351025064408679,1.0,-0.3,1.0,1.0,0.4,1.0,1.0,0.20000000000000007,0.8535533905932738,1.0,0.24000000000000005,1.0,1.0,0.4,0.7408517252140155,1.0,0.26666666640000003,0.5454122176291607,0.7,0.08888888949999993,0.4357388321059433,0.6,0.07777777770000005,0.38284271247461904,0.5,0.08888888880000007,0.2031506006339284,0.6000000000000001,0.05555555550000002,0.7071067811865476,1.0,0.26666666640000003,0.6594324174315244,1.0,0.21200000000000002,0.39757094914833346,0.8,0.251,0.6546536707079772,1.0,0.15800000000000003,0.6611596133733249,0.9,0.1888888894,0.816227766016838,0.9,0.36
19,9,synth,0.8680216319345321,0.8844444444444445,0.41244444444444445,0.004672011227710759,0.688888888888889,-0.030222222222222216,0.8567749838315657,0.8666666666666668,0.3786666666666667,0.7159720555125312,0.7022222222222221,0.2542222222222222,0.42334953419854526,0.6711111111111111,0.1102222222222222,0.8095321099152701,0.8222222222222223,0.3733333333333334,0.8104434258579148,0.8311111111111112,0.27936507915555553,0.689866794463275,0.6888888888888889,0.16761904730666666,0.7021266597482622,0.8266666666666665,0.27809523786666673,0.4748979518737049,0.7511111111111112,0.10539682521777778,0.5064710782439339,0.7822222222222222,0.1307936505333334,0.6522521223139908,0.6622222222222223,0.15746031724444443,0.8078184382917518,0.9244444444444444,0.2670222222222222,-0.19931718841157062,0.8133333333333331,-0.12071111111111107,0.7867646587499261,0.911111111111111,0.1292444444444444,0.7948238230752165,0.8044444444444444,0.21079365051555557,0.877931683711473,0.8800000000000001,0.3928888888888889
20,2,synth,0.9265986323710905,1.0,0.3888888886666667,0.6660098873406334,0.9,0.44444444489999996,1.0,1.0,0.5,0.9265986323710905,1.0,0.44444444433333335,-0.6,0.5,-0.166666667,-0.9265986323710905,1.0,-0.44444444499999997,0.5163352919811933,0.7,0.2277777775333333,0.5897366596101028,0.7,0.19999999989999998,0.32659863237109044,0.5,0.13888888916666667,1.0,1.0,0.24999999950000001,0.4,0.5,0.166666667,0.3509401076758503,0.43333333333333335,0.07222222236666676,0.7083653661896363,1.0,0.20499999999999996,-0.4960717583236507,0.8333333333333333,-0.19066666666666668,0.7083653661896363,1.0,0.09433333333333327,0.9265986323710905,1.0,0.22222222233333333,0.9265986323710905,1.0,0.44444444433333335
21,2,synth,1.0,1.0,0.5,0.4535533905932738,0.6,0.5000000001,0.8872983346207417,1.0,0.8000000002000001,1.0,1.0,0.666666667,1.0,1.0,0.666666667,0.8872983346207417,1.0,0.6333333336,1.0,1.0,0.375,0.6569782796060385,0.9,0.3125,0.8872983346207417,1.0,0.55,0.8872983346207417,1.0,0.45,0.837099931231621,1.0,0.3875,0.7351025064408679,1.0,0.45,0.6642111641550715,1.0,0.355,0.004778746723547167,1.0,0.06100000000000001,0.6642111641550715,1.0,0.292,0.7351025064408679,1.0,0.3,1.0,1.0,0.666666667
22,2,synth,0.6270333269182753,0.7,0.5666666666,-0.0705839579641124,0.475,-0.016666666425000032,0.45454545454545453,0.5,0.3333333335,0.45454545454545453,0.5,0.3333333335,0.45454545454545453,0.5,0.3333333335,0.2820575821726338,0.7,0.26666666689999996,0.35934973411004306,0.7,0.20416666714999995,0.6473538647450071,0.9,0.29166666625000004,1.0,1.0,0.333333334,0.38569460791993504,0.625,0.1541666671,0.5318376064828638,0.7,0.13750000027500003,0.3312375553907813,0.675,0.12083333377499994,0.6784959936527819,1.0,0.40525,0.13349021698701757,0.775,0.08449999999999998,0.6784959936527819,1.0,0.524,1.0,1.0,0.16666666600000002,0.45454545454545453,0.5,0.3333333335
23,2,synth,-0.6,0.6,-0.15,0.6232333355785706,0.9,0.4,1.0,1.0,0.625,1.0,1.0,0.625,-0.5,0.5,-0.125,-0.8872983346207417,1.0,-0.4,0.0,1.0,0.0,0.21213203435596428,0.6000000000000001,0.1333333337,0.5557123798275146,0.8,0.283333333,0.7194039166982774,1.0,0.3999999996,0.7408517252140155,1.0,0.4833333328,0.7408517252140155,1.0,0.3166666663,0.679909753897662,1.0,0.266,0.1309307341415954,0.9,0.15699999999999995,0.5970067803392854,0.9,0.15599999999999994,1.0,1.0,0.3333333335,1.0,1.0,0.625
24,2,synth,0.658113883008419,0.7,0.46666666689999997,-0.05491933384829667,0.30000000000000004,-0.06666666680000005,1.0,1.0,0.666666667,1.0,1.0,0.666666667,1.0,1.0,0.666666667,0.723606797749979,0.8,0.5333333335999999,0.658113883008419,0.7,0.40000000010000003,-0.10000000000000003,0.1,-0.033333333400000026,0.8535533905932738,1.0,0.6000000002,0.7408517252140155,1.0,0.5666666668,0.8535533905932738,1.0,0.6000000002,0.599430368976706,0.8,0.4666666667999999,0.679909753897662,1.0,0.124,-0.6546536707079772,1.0,-0.44300000000000006,0.6546536707079772,1.0,0.22699999999999998,0.8872983346207417,1.0,0.6333333336,1.0,1.0,0.666666667
25,6,synth,0.47410966208408517,0.6984126984126983,0.14307359299285716,-0.35686101778600665,0.4285714285714285,-0.20173160169999996,0.45072188324289103,0.7738095238095238,0.24740259755238095,0.42689268673951275,0.7555555555555556,0.24502164490000003,0.3298197414528153,0.6000000000000001,0.07619047637142856,0.33908130979148365,0.7666666666666666,0.27294372280476187,0.30690514756905524,0.6706349206349207,0.030753968014285742,-0.12671509474896528,0.65,-0.025992063645238078,0.5629447361814621,0.7412698412698413,0.1660714283642857,0.5573475267887679,0.7761904761904762,0.2190476188404762,0.24079262458463677,0.6666666666666666,0.009523809590476183,0.5791704110604462,0.7809523809523808,0.2087301587404762,0.8825907374371146,0.9428571428571431,0.312452380952381,-0.5795165298630287,0.7547619047619049,-0.5073095238095238,0.8946443686125682,0.9523809523809526,0.3305,0.558467808877194,0.661904761904762,0.09325396840952381,0.5228765447099798,0.7761904761904762,0.21147186137380947
26,1,synth,1.0,1.0,0.5,0.7071067811865476,1.0,0.7,1.0,1.0,0.5,1.0,1.0,0.5,1.0,1.0,0.5,1.0,1.0,0.5,1.0,1.0,0.333333333,-0.4472135954999579,0.6,-0.1999999998,1.0,1.0,0.333333333,1.0,1.0,0.333333333,1.0,1.0,0.333333333,1.0,1.0,0.333333333,0.6642111641550715,1.0,0.264,0.13093073414159545,0.6,0.154,0.6546536707079772,1.0,0.296,1.0,1.0,0.333333333,0.632455532033676,0.8,0.4
27,2,synth,0.8535533905932738,1.0,0.725,0.8535533905932738,1.0,0.575,0.8535533905932738,1.0,0.725,0.8872983346207417,1.0,0.65,0.8535533905932738,1.0,0.725,1.0,1.0,0.375,0.837099931231621,1.0,0.6833333328,0.7745966692414834,1.0,0.3333333331,0.8535533905932738,1.0,0.5499999998,0.7408517252140155,1.0,0.5666666664000001,0.7745966692414834,1.0,0.28333333380000003,0.7745966692414834,1.0,0.583333333,0.6594324174315244,1.0,0.35400000000000004,0.2618614682831909,0.7,0.10900000000000001,0.6546536707079772,1.0,0.32799999999999996,0.8535533905932738,1.0,0.5500000001,0.8535533905932738,1.0,0.775
28,2,synth,1.0,1.0,0.25,0.08740320488976423,0.4,-0.02500000000000001,1.0,1.0,0.5,1.0,1.0,0.5,1.0,1.0,0.25,1.0,1.0,0.5,0.41622776601683803,0.5,0.09999999999999998,-0.4478041718201263,0.6,-0.24,1.0,1.0,0.4,0.8535533905932738,1.0,0.44000000000000006,0.17071067811865479,0.30000000000000004,0.040000000000000036,0.7013575624134001,1.0,0.36,0.6594324174315244,1.0,0.12199999999999994,-0.6546536707079772,1.0,-1.079,0.5295867940929612,0.9,0.07400000000000001,0.7035261006375797,0.9,0.33999999999999997,0.816227766016838,0.9,0.45
29,2,synth,1.0,1.0,0.25,0.8535533905932738,1.0,0.45,1.0,1.0,0.5,0.10000000000000003,0.1,0.024999999999999994,0.22360679774997896,0.3,0.07500000000000001,0.0,0.0,0.0,0.6697811566101118,0.9,0.22,-0.2121320343559643,0.4,-0.08000000000000002,0.8872983346207417,1.0,0.52,0.679909753897662,1.0,0.4399999999999999,0.158113883008419,0.4,0.01999999999999999,0.20225995873897262,0.5,0.09999999999999998,0.6546536707079772,1.0,0.22600000000000003,-0.26472871631731915,0.7,-0.03999999999999998,0.6594324174315244,1.0,0.43,0.8535533905932738,1.0,0.24000000000000002,0.8872983346207417,1.0,0.275
30,72,synth,0.6684140012340679,0.8762820512820512,0.3471794871794871,0.2975594604026676,0.8076923076923076,0.18410256410256412,0.4191821388736582,0.8653846153846154,0.26320512820512826,0.29334935239045856,0.8418803418803418,0.19038461538461535,0.33148429745168745,0.7388888888888886,0.1751282051282052,0.6162048587850976,0.8395299145299143,0.32012820512820517,0.7363784520404677,0.8833333333333334,0.3043123541166665,0.6106531338010015,0.8230769230769227,0.21344211319914527,0.7105610440316984,0.8764957264957264,0.31320901301581205,0.8278722764651308,0.8722222222222222,0.2464257961799144,0.7766645813128625,0.8668803418803418,0.26087801071709404,0.8615734614525997,0.8527777777777777,0.2727272724051283,0.7438226719754364,0.9196581196581195,0.2596111111111112,-0.30806969759210123,0.8335470085470087,-0.19257692307692306,0.896850393426119,0.9440170940170939,0.29688461538461547,0.7610604587028966,0.8414529914529916,0.20384615388333333,0.4121655178240273,0.7314102564102559,0.24217948717948737
31,1,synth,1.0,1.0,0.5,0.0,0.2,0.0,1.0,1.0,0.5,1.0,1.0,0.5,1.0,1.0,0.5,0.632455532033676,0.8,0.4,1.0,1.0,0.5,1.0,1.0,0.25,1.0,1.0,0.5,1.0,1.0,0.5,1.0,1.0,0.5,0.6956083436402526,1.0,0.5,0.6546536707079772,1.0,0.33199999999999996,-0.39279220242478635,0.8,-0.354,0.6642111641550715,1.0,0.22999999999999998,0.4472135954999579,0.6,0.15000000000000002,-0.20000000000000007,0.2,-0.09999999999999998
32,2,synth,1.0,1.0,0.666666667,0.6747932047085211,0.875,0.5833333334999999,1.0,1.0,0.666666667,1.0,1.0,0.666666667,1.0,1.0,0.666666667,0.7041241452319316,0.75,0.50000000025,0.8952847075210475,1.0,0.42500000000000004,0.7580228325760532,1.0,0.5,0.8952847075210475,1.0,0.35000000000000003,0.8627381250550059,1.0,0.39999999999999997,1.0,1.0,0.4,0.7453559924999299,1.0,0.30000000000000004,0.7254762501100117,1.0,0.17,0.35355339059327373,0.75,0.15375,0.6330618877807475,0.875,0.05499999999999999,0.6747932047085211,0.875,0.3,0.8061862178478971,0.875,0.583333333625
