id,image_id,blip1_dsg,fuyu_dsg,instruct_blip_dsg,llava-alt_dsg,llava_dsg,mplug_dsg,blip1_tifa,fuyu_tifa,instruct_blip_tifa,llava-alt_tifa,llava_tifa,mplug_tifa,alignscore,blipscore,clipscore
5,10,0.75,0.25,1.0,0.75,0.75,0.75,1.0,0.6,1.0,1.0,1.0,0.8,0.54,0.42,0.58
5,11,0.5,0.25,1.0,0.5,0.5,0.5,1.0,0.6,1.0,1.0,0.8,1.0,0.57,0.27,0.54
5,12,0.75,0.25,1.0,0.5,0.5,0.5,1.0,0.6,1.0,1.0,1.0,1.0,0.56,0.15,0.6
5,13,0.5,0.25,0.75,0.5,0.5,0.5,1.0,0.4,1.0,1.0,1.0,1.0,0.55,0.31,0.61
5,14,0.5,1.0,1.0,0.5,0.5,0.5,1.0,0.4,1.0,0.8,0.8,1.0,0.49,0.44,0.58
5,15,0.5,0.5,0.5,0.5,0.5,0.5,0.4,0.2,0.2,0.2,0.4,0.4,0.22,0.69,0.22
5,16,0.5,0.0,0.5,0.5,0.5,0.5,0.4,0.2,0.4,0.4,0.4,0.4,0.22,0.8,0.21
5,17,0.5,0.5,0.75,0.5,0.5,0.5,0.4,0.2,0.2,0.4,0.4,0.4,0.17,0.77,0.21
5,18,0.5,0.5,0.5,0.5,0.5,0.5,0.2,0.2,0.4,0.4,0.4,0.4,0.22,0.51,0.2
5,19,0.5,0.5,0.5,0.5,0.5,0.5,0.4,0.2,0.2,0.4,0.4,0.4,0.21,0.27,0.21
5,20,0.5,0.0,0.5,0.5,0.5,0.5,0.2,0.2,0.4,0.2,0.4,0.4,0.23,0.78,0.19
5,21,0.5,0.5,0.75,0.5,0.5,0.5,0.4,0.2,0.2,0.4,0.4,0.4,0.15,0.75,0.24
5,22,0.5,0.0,0.5,0.5,0.5,0.5,0.4,0.2,0.4,0.2,0.2,0.4,0.21,0.74,0.18
5,23,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.6,0.0,0.0,0.0,0.0,0.18,0.1,0.07
5,24,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.19,0.13,0.11
5,25,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.17,0.33,0.14
5,26,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.0,0.17,0.65,0.11
5,27,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.0,0.2,0.0,0.22,0.58,0.1
5,28,0.25,0.25,0.25,0.25,0.25,0.25,0.6,0.6,0.6,0.4,0.4,0.6,0.42,0.33,0.44
5,29,0.25,0.0,0.25,0.5,0.5,0.5,0.6,0.2,0.6,0.4,0.4,0.6,0.46,0.43,0.53
5,30,0.5,0.25,1.0,0.5,0.5,0.5,1.0,0.0,0.8,1.0,0.8,0.8,0.51,0.53,0.6
5,31,0.25,0.25,0.25,0.25,0.25,0.25,0.6,0.4,0.6,0.6,0.8,0.8,0.48,0.4,0.55
6,,0.6,0.6,0.6,0.6,0.6,0.6,0.625,0.75,0.5,0.625,0.625,0.75,0.69,-0.14,0.55
6,1,0.6,0.6,0.6,0.6,0.6,0.6,0.5,0.25,0.375,0.5,0.375,0.5,0.52,0.36,0.44
6,2,0.6,0.6,0.6,0.2,0.2,0.2,0.5,0.25,0.375,0.5,0.375,0.375,0.44,0.38,0.39
6,3,0.6,0.2,0.6,0.6,0.6,0.6,0.375,0.5,0.375,0.375,0.5,0.5,0.56,0.05,0.43
6,4,0.6,0.6,0.8,0.6,0.6,0.6,0.5,0.5,0.5,0.5,0.5,0.5,0.59,-0.06,0.51
6,5,0.6,0.2,0.6,0.6,0.6,0.6,0.5,0.375,0.375,0.5,0.5,0.5,0.56,-0.05,0.53
6,6,0.6,0.6,0.6,0.6,0.6,0.6,0.5,0.375,0.5,0.5,0.5,0.5,0.57,0.09,0.53
6,7,0.6,0.6,0.6,0.6,0.6,0.6,0.625,0.25,0.5,0.5,0.5,0.5,0.59,-0.02,0.49
6,8,0.6,0.6,0.6,0.6,0.6,0.6,0.375,0.25,0.375,0.5,0.375,0.5,0.4,0.45,0.46
6,9,0.6,0.2,0.6,0.6,0.6,0.6,0.375,0.25,0.375,0.5,0.25,0.5,0.39,0.77,0.42
6,10,0.6,0.6,0.6,0.6,0.6,0.6,0.5,0.375,0.375,0.5,0.375,0.375,0.51,0.71,0.47
6,11,0.6,0.2,0.6,0.6,0.6,0.6,0.375,0.25,0.375,0.625,0.375,0.375,0.47,0.68,0.46
6,12,0.2,0.2,0.2,0.2,0.2,0.2,0.25,0.0,0.125,0.25,0.125,0.25,0.34,0.13,0.3
6,13,0.2,0.2,0.2,0.2,0.2,0.2,0.25,0.0,0.125,0.25,0.125,0.375,0.45,0.09,0.33
6,14,0.6,0.2,0.6,0.2,0.2,0.2,0.5,0.125,0.375,0.125,0.125,0.375,0.35,0.05,0.35
6,15,0.2,0.2,0.2,0.2,0.2,0.2,0.125,0.0,0.125,0.25,0.125,0.125,0.4,0.35,0.33
6,16,0.2,0.0,0.2,0.2,0.2,0.2,0.375,0.125,0.375,0.25,0.25,0.375,0.26,-0.63,0.48
6,17,0.2,0.0,0.2,0.2,0.2,0.2,0.375,0.25,0.25,0.375,0.375,0.375,0.31,0.23,0.43
6,18,0.2,0.2,0.6,0.2,0.2,0.2,0.25,0.125,0.25,0.25,0.25,0.375,0.33,-0.26,0.45
6,19,0.2,0.2,0.2,0.2,0.2,0.2,0.375,0.125,0.375,0.25,0.25,0.25,0.24,-0.12,0.47
7,,1.0,0.2,1.0,1.0,1.0,1.0,0.875,0.75,0.75,1.0,1.0,1.0,0.68,-0.37,0.57
7,1,1.0,0.2,1.0,1.0,1.0,1.0,0.875,0.5,0.75,1.0,1.0,0.875,0.64,-0.07,0.49
7,2,1.0,0.4,1.0,1.0,1.0,1.0,0.875,0.75,0.875,1.0,1.0,1.0,0.7,0.26,0.63
7,3,1.0,0.0,1.0,1.0,1.0,1.0,0.875,0.5,0.75,0.875,1.0,1.0,0.68,-0.29,0.57
7,4,1.0,0.2,1.0,0.6,0.6,0.6,0.875,0.5,0.875,0.875,1.0,1.0,0.62,0.29,0.6
7,5,1.0,0.2,1.0,1.0,1.0,1.0,0.75,0.625,0.75,1.0,1.0,1.0,0.67,-0.19,0.55
7,6,0.6,0.4,0.6,0.6,0.6,0.6,0.625,0.5,0.625,0.875,0.75,0.625,0.58,0.74,0.52
7,7,1.0,0.4,1.0,1.0,1.0,1.0,0.875,0.5,0.75,1.0,1.0,1.0,0.61,0.27,0.65
7,8,0.6,0.8,0.6,0.6,0.6,0.6,0.625,0.5,0.625,0.875,0.75,0.75,0.32,0.21,0.52
7,9,0.6,0.8,1.0,0.6,0.6,0.6,0.625,0.375,0.75,0.875,0.75,0.75,0.49,0.49,0.49
7,10,1.0,0.4,1.0,1.0,1.0,1.0,0.875,0.625,0.75,1.0,1.0,1.0,0.62,0.6,0.56
7,11,0.4,0.4,0.4,0.4,0.4,0.4,0.625,0.625,0.625,0.625,0.75,0.75,0.46,0.01,0.43
7,12,1.0,0.4,0.4,0.4,0.4,0.4,0.875,0.375,0.5,0.625,0.625,0.5,0.43,0.16,0.36
7,13,1.0,0.4,0.4,0.4,0.4,0.4,0.875,0.375,0.625,0.625,0.625,0.5,0.43,-0.37,0.45
7,14,1.0,0.4,1.0,0.4,0.4,0.4,0.75,0.5,0.625,0.75,0.5,0.75,0.48,0.1,0.42
7,15,0.4,0.2,0.4,0.2,0.2,0.2,0.75,0.375,0.625,0.625,0.5,0.625,0.53,-0.15,0.38
7,16,1.0,0.2,1.0,0.4,0.4,0.4,0.875,0.5,0.625,0.75,0.625,0.625,0.49,0.14,0.35
7,17,0.4,0.0,0.4,0.4,0.4,0.4,0.5,0.125,0.5,0.75,0.875,0.625,0.5,0.03,0.37
7,18,1.0,0.2,1.0,0.4,0.4,0.4,0.75,0.625,0.625,1.0,0.75,1.0,0.58,-0.09,0.38
7,19,1.0,0.2,1.0,0.2,0.2,0.2,0.625,0.375,0.5,0.875,0.625,0.75,0.52,-0.03,0.4
7,20,0.4,0.4,0.4,0.4,0.4,0.4,0.625,0.375,0.5,0.625,0.625,0.625,0.51,-0.03,0.43
7,21,0.4,0.4,0.2,0.2,0.2,0.2,0.375,0.25,0.5,0.25,0.625,0.625,0.26,-0.02,0.27
7,22,0.2,0.4,0.2,0.2,0.2,0.2,0.25,0.375,0.375,0.5,0.5,0.625,0.13,0.07,0.11
7,23,0.6,0.4,0.2,0.2,0.2,0.2,0.625,0.375,0.25,0.5,0.375,0.25,0.22,0.06,0.26
7,24,0.2,0.4,0.2,0.2,0.2,0.2,0.625,0.75,0.5,0.5,0.625,0.625,0.36,0.48,0.51
7,25,0.4,0.2,0.2,0.2,0.2,0.2,0.625,0.625,0.625,0.5,0.625,0.625,0.36,-0.16,0.46
7,26,0.4,0.2,0.4,0.2,0.2,0.2,0.625,0.375,0.625,0.625,0.625,0.75,0.48,0.03,0.38
7,27,0.2,0.4,0.2,0.2,0.2,0.2,0.625,0.5,0.5,0.5,0.625,0.75,0.44,0.35,0.48
7,28,0.4,0.4,0.4,0.4,0.4,0.4,0.875,0.625,0.625,0.625,0.75,0.75,0.48,0.02,0.53
8,,1.0,1.0,0.8,1.0,1.0,1.0,0.8333333333333334,0.5,0.8333333333333334,1.0,0.8333333333333334,0.6666666666666666,0.63,0.66,0.5
8,1,1.0,0.8,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.8333333333333334,1.0,0.69,-0.06,0.56
8,2,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.8333333333333334,1.0,0.7,0.05,0.57
8,3,1.0,0.8,1.0,0.8,0.8,0.8,1.0,0.3333333333333333,1.0,0.8333333333333334,0.6666666666666666,0.8333333333333334,0.72,0.27,0.58
8,4,1.0,0.2,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.8333333333333334,0.8333333333333334,0.74,0.29,0.55
8,5,0.8,0.8,0.8,0.8,0.8,0.8,0.8333333333333334,0.1666666666666666,0.8333333333333334,0.8333333333333334,0.6666666666666666,0.8333333333333334,0.73,0.14,0.47
8,6,0.8,1.0,0.8,0.8,0.8,0.8,0.8333333333333334,0.5,0.8333333333333334,0.6666666666666666,0.6666666666666666,0.8333333333333334,0.77,0.08,0.5
8,7,0.6,0.2,1.0,0.6,0.6,0.6,0.6666666666666666,0.3333333333333333,1.0,0.6666666666666666,0.5,0.8333333333333334,0.61,-0.13,0.49
8,8,0.8,0.8,0.6,0.6,0.6,0.6,0.8333333333333334,0.1666666666666666,0.6666666666666666,0.6666666666666666,0.5,0.6666666666666666,0.67,0.3,0.46
8,9,0.8,0.6,0.6,0.6,0.6,0.6,0.8333333333333334,0.5,0.6666666666666666,0.6666666666666666,0.5,0.6666666666666666,0.71,0.29,0.46
8,10,0.8,0.2,0.6,0.6,0.6,0.6,0.8333333333333334,0.1666666666666666,0.6666666666666666,0.5,0.5,0.8333333333333334,0.67,0.28,0.43
8,11,0.8,0.4,0.6,0.6,0.6,0.6,0.8333333333333334,0.1666666666666666,0.6666666666666666,0.5,0.5,0.8333333333333334,0.73,0.34,0.51
8,12,0.8,1.0,0.6,0.6,0.6,0.6,0.8333333333333334,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.5,0.8333333333333334,0.67,0.21,0.45
8,13,0.8,1.0,0.8,0.8,0.8,0.8,0.6666666666666666,0.5,0.8333333333333334,0.8333333333333334,0.6666666666666666,0.6666666666666666,0.62,-0.16,0.48
8,14,0.8,0.8,1.0,0.8,0.8,0.8,0.8333333333333334,0.3333333333333333,1.0,0.8333333333333334,0.5,0.8333333333333334,0.62,0.24,0.42
8,15,1.0,0.4,0.8,0.8,0.8,0.8,1.0,0.1666666666666666,0.8333333333333334,0.8333333333333334,0.6666666666666666,1.0,0.72,0.28,0.49
8,16,1.0,0.8,0.8,0.8,0.8,0.8,1.0,0.0,0.8333333333333334,0.8333333333333334,0.6666666666666666,0.6666666666666666,0.65,0.05,0.55
8,17,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.8333333333333334,0.8333333333333334,0.68,0.31,0.53
8,18,0.8,0.4,0.8,0.8,0.8,0.8,0.8333333333333334,0.0,0.8333333333333334,0.6666666666666666,0.6666666666666666,0.8333333333333334,0.69,0.19,0.5
8,19,0.8,1.0,0.8,0.8,0.8,0.8,0.8333333333333334,0.5,0.8333333333333334,0.8333333333333334,0.6666666666666666,0.6666666666666666,0.71,-0.07,0.51
8,20,0.8,1.0,0.8,0.8,0.8,0.8,0.8333333333333334,0.3333333333333333,0.8333333333333334,0.6666666666666666,0.5,0.6666666666666666,0.68,0.0,0.5
8,21,1.0,0.6,0.8,0.8,0.8,0.8,1.0,0.1666666666666666,0.8333333333333334,0.8333333333333334,0.6666666666666666,1.0,0.59,-0.21,0.44
8,22,0.4,0.0,0.8,0.4,0.4,0.4,0.5,0.1666666666666666,0.8333333333333334,0.5,0.3333333333333333,0.6666666666666666,0.53,-0.11,0.47
8,23,0.6,0.2,0.8,0.4,0.4,0.4,0.6666666666666666,0.0,1.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.63,0.11,0.54
8,24,0.4,0.0,1.0,0.2,0.2,0.2,0.5,0.0,1.0,0.3333333333333333,0.3333333333333333,0.5,0.56,0.29,0.43
8,25,0.8,0.4,0.8,0.8,0.8,0.8,0.8333333333333334,0.0,0.8333333333333334,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.74,0.09,0.42
8,26,0.8,0.2,0.6,0.6,0.6,0.6,0.8333333333333334,0.0,0.6666666666666666,0.8333333333333334,0.5,0.8333333333333334,0.75,0.2,0.53
8,27,0.6,0.4,0.6,0.6,0.6,0.6,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.5,0.5,1.0,0.67,-0.07,0.51
8,28,0.8,0.6,0.6,0.6,0.6,0.6,0.8333333333333334,0.1666666666666666,0.6666666666666666,0.5,0.5,0.8333333333333334,0.69,-0.05,0.48
8,29,0.8,1.0,0.6,0.6,0.6,0.6,0.8333333333333334,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.5,1.0,0.73,0.22,0.45
8,30,1.0,1.0,0.6,0.6,0.6,0.6,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.5,0.6666666666666666,0.68,0.13,0.44
8,31,0.8,0.8,0.6,0.2,0.2,0.2,0.8333333333333334,0.1666666666666666,0.6666666666666666,0.5,0.3333333333333333,0.8333333333333334,0.71,0.09,0.53
8,32,0.8,0.4,0.6,0.6,0.6,0.6,0.8333333333333334,0.3333333333333333,0.6666666666666666,0.5,0.5,0.8333333333333334,0.7,0.11,0.47
8,33,0.8,0.8,0.6,0.6,0.6,0.6,0.8333333333333334,0.3333333333333333,0.6666666666666666,0.5,0.5,0.8333333333333334,0.7,0.25,0.48
8,34,0.2,0.2,0.4,0.2,0.2,0.2,0.3333333333333333,0.1666666666666666,0.5,0.1666666666666666,0.1666666666666666,0.5,0.55,-0.2,0.34
8,35,0.2,0.4,0.4,0.2,0.2,0.2,0.3333333333333333,0.6666666666666666,0.5,0.1666666666666666,0.1666666666666666,0.5,0.54,-0.4,0.38
8,36,0.2,0.0,0.4,0.2,0.2,0.2,0.3333333333333333,0.1666666666666666,0.5,0.1666666666666666,0.1666666666666666,0.3333333333333333,0.49,-0.14,0.39
8,37,0.4,0.0,0.6,0.2,0.2,0.2,0.5,0.0,0.6666666666666666,0.1666666666666666,0.1666666666666666,0.3333333333333333,0.54,-0.28,0.38
