id,image_id,blip1_dsg,fuyu_dsg,instruct_blip_dsg,llava-alt_dsg,llava_dsg,mplug_dsg,blip1_tifa,fuyu_tifa,instruct_blip_tifa,llava-alt_tifa,llava_tifa,mplug_tifa,alignscore,blipscore,clipscore,gpt4v_tifa,gpt4v_dsg
8,27,0.6,0.4,0.6,0.6,0.6,0.8,0.666666667,0.333333333,0.666666667,0.5,0.5,1,0.67,-0.07,0.51,0.5,0.8
8,28,0.8,0.6,0.6,0.6,0.6,0.8,0.833333333,0.166666667,0.666666667,0.5,0.5,0.833333333,0.69,-0.05,0.48,0.666666667,0.8
8,29,0.8,1,0.6,0.8,0.6,1,0.833333333,0.333333333,0.666666667,0.666666667,0.5,1,0.73,0.22,0.45,0.5,0.6
8,30,1,1,0.6,0.8,0.6,0.8,1,0.333333333,0.666666667,0.666666667,0.5,0.666666667,0.68,0.13,0.44,0.5,0.6
8,31,0.8,0.8,0.6,0.6,0.2,1,0.833333333,0.166666667,0.666666667,0.5,0.333333333,0.833333333,0.71,0.09,0.53,0.666666667,0.8
8,32,0.8,0.4,0.6,0.6,0.6,1,0.833333333,0.333333333,0.666666667,0.5,0.5,0.833333333,0.7,0.11,0.47,0.666666667,0.8
8,33,0.8,0.8,0.6,0.6,0.6,1,0.833333333,0.333333333,0.666666667,0.5,0.5,0.833333333,0.7,0.25,0.48,0.5,0.6
8,34,0.2,0.2,0.4,0.2,0.2,0.6,0.333333333,0.166666667,0.5,0.166666667,0.166666667,0.5,0.55,-0.2,0.34,0.166666667,0.2
8,35,0.2,0.4,0.4,0.2,0.2,0.6,0.333333333,0.666666667,0.5,0.166666667,0.166666667,0.5,0.54,-0.4,0.38,0.333333333,0.4
8,36,0.2,0,0.4,0.2,0.2,0.4,0.333333333,0.166666667,0.5,0.166666667,0.166666667,0.333333333,0.49,-0.14,0.39,0.333333333,0.4
8,37,0.4,0,0.6,0.2,0.2,0.4,0.5,0,0.666666667,0.166666667,0.166666667,0.333333333,0.54,-0.28,0.38,0.166666667,0.2
8,38,0.4,0.4,0.6,0.2,0.2,0.4,0.5,0.166666667,0.666666667,0.333333333,0.166666667,0.5,0.53,-0.09,0.37,0.166666667,0.4
8,39,0.2,0.8,0.2,0,0,0.2,0.166666667,0.5,0.166666667,0,0,0.166666667,0.25,-0.34,0.3,0.166666667,0.2
8,40,0.4,0.2,0.2,0,0,0.4,0.333333333,0.166666667,0.166666667,0.166666667,0,0.166666667,0.23,-0.54,0.28,0,0.6
8,41,0.2,0.6,0.2,0,0,0.2,0.166666667,0,0.166666667,0.166666667,0,0.166666667,0.28,0.11,0.24,0.166666667,0.2
8,42,0.4,0.6,0.2,0.2,0,0.4,0.333333333,0.333333333,0.166666667,0.166666667,0.166666667,0.166666667,0.27,0.01,0.24,0.166666667,0.2
8,43,0.2,0.6,0.2,0.4,0.2,0.2,0.166666667,0.333333333,0.166666667,0.333333333,0.166666667,0.333333333,0.25,-0.07,0.26,0.333333333,0.4
8,44,0.4,0,0.4,0.4,0,0.4,0.5,0,0.333333333,0.333333333,0.166666667,0.333333333,0.38,-0.36,0.21,0,0
8,45,0.4,0.4,0.4,0.4,0.4,0.4,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.46,0.17,0.23,0.166666667,0.2
