id,target_prompt,file_name,image_source,rank
2,A brown bear walking across a forest surrounded by trees.,images/002-09.jpg,SD2.0,0c
2,A brown bear walking across a forest surrounded by trees.,images/002-10.jpg,SD2.0,0c
2,A brown bear walking across a forest surrounded by trees.,images/002-11.jpg,SD2.0,1a
2,A brown bear walking across a forest surrounded by trees.,images/002-12.jpg,SD2.0,1a
2,A brown bear walking across a forest surrounded by trees.,images/002-13.jpg,SD2.0,1a
2,A brown bear walking across a forest surrounded by trees.,images/002-14.jpg,SD2.0,1a
2,A brown bear walking across a forest surrounded by trees.,images/002-15.jpg,SD2.0,1a
2,A brown bear walking across a forest surrounded by trees.,images/002-16.jpg,SD2.0,1b
2,A brown bear walking across a forest surrounded by trees.,images/002-17.jpg,SD2.0,1b
2,A brown bear walking across a forest surrounded by trees.,images/002-18.jpg,SD2.0,1b
2,A brown bear walking across a forest surrounded by trees.,images/002-19.jpg,SD2.0,1b
2,A brown bear walking across a forest surrounded by trees.,images/002-20.jpg,SD2.0,1b
2,A brown bear walking across a forest surrounded by trees.,images/002-21.jpg,SD2.0,2
3,A large motorcycle that is sitting outside of a building.,images/003-00.jpg,SD2.1,0
3,A large motorcycle that is sitting outside of a building.,images/003-01.jpg,SD2.0,1a
3,A large motorcycle that is sitting outside of a building.,images/003-02.jpg,SD2.0,1a
3,A large motorcycle that is sitting outside of a building.,images/003-03.jpg,SD2.0,1a
3,A large motorcycle that is sitting outside of a building.,images/003-04.jpg,SD2.0,1a
3,A large motorcycle that is sitting outside of a building.,images/003-05.jpg,SD2.0,1a
3,A large motorcycle that is sitting outside of a building.,images/003-06.jpg,SD2.0,1b
3,A large motorcycle that is sitting outside of a building.,images/003-07.jpg,SD2.0,1b
3,A Christmas tree with lights and teddy bear,images/003-08.jpg,SD2.0,1b
3,A large motorcycle that is sitting outside of a building.,images/003-09.jpg,SD2.0,1b
3,A large motorcycle that is sitting outside of a building.,images/003-10.jpg,SD2.0,1b
4,A male skateboarder is trying to pull off a trick on the ramp.,images/004-00.jpg,SD2.1,0
4,A male skateboarder is trying to pull off a trick on the ramp.,images/004-01.jpg,SD2.0,1
4,A male skateboarder is trying to pull off a trick on the ramp.,images/004-02.jpg,SD2.0,1
4,A male skateboarder is trying to pull off a trick on the ramp.,images/004-03.jpg,SD2.0,1
4,A male skateboarder is trying to pull off a trick on the ramp.,images/004-04.jpg,SD2.0,1
4,A male skateboarder is trying to pull off a trick on the ramp.,images/004-05.jpg,SD2.0,2a
4,A male skateboarder is trying to pull off a trick on the ramp.,images/004-06.jpg,SD2.0,2a
4,A male skateboarder is trying to pull off a trick on the ramp.,images/004-07.jpg,SD2.0,2a
4,A male skateboarder is trying to pull off a trick on the ramp.,images/004-08.jpg,SD2.0,2a
4,A male skateboarder is trying to pull off a trick on the ramp.,images/004-09.jpg,SD2.0,2b
4,A male skateboarder is trying to pull off a trick on the ramp.,images/004-10.jpg,SD2.0,2b
4,A male skateboarder is trying to pull off a trick on the ramp.,images/004-11.jpg,SD2.0,2b
4,A male skateboarder is trying to pull off a trick on the ramp.,images/004-12.jpg,SD2.0,2b
4,A male skateboarder is trying to pull off a trick on the ramp.,images/004-13.jpg,SD2.0,2b
5,A woman is showing a scooter to another woman.,images/005-00.jpg,SD2.0,0
5,A woman is showing a scooter to another woman.,images/005-01.jpg,SD2.0,0
5,A woman is showing a scooter to another woman.,images/005-02.jpg,SD2.0,0
5,A woman is showing a scooter to another woman.,images/005-03.jpg,SD2.0,0
5,A woman is showing a scooter to another woman.,images/005-04.jpg,SD2.0,0
5,A woman is showing a scooter to another woman.,images/005-05.jpg,SD2.0,1
5,A woman is showing a scooter to another woman.,images/005-06.jpg,SD2.0,1
5,A woman is showing a scooter to another woman.,images/005-07.jpg,SD2.0,1
5,A woman is showing a scooter to another woman.,images/005-08.jpg,SD2.0,1
5,A woman is showing a scooter to another woman.,images/005-09.jpg,SD2.0,1
5,A woman is showing a scooter to another woman.,images/005-10.jpg,SD2.0,2a
5,A woman is showing a scooter to another woman.,images/005-11.jpg,SD2.0,2a
5,A woman is showing a scooter to another woman.,images/005-12.jpg,SD2.0,2a
5,A woman is showing a scooter to another woman.,images/005-13.jpg,SD2.0,2a
5,A woman is showing a scooter to another woman.,images/005-14.jpg,SD2.0,2a
5,A woman is showing a scooter to another woman.,images/005-15.jpg,SD2.0,2b
5,A woman is showing a scooter to another woman.,images/005-16.jpg,SD2.0,2b
5,A woman is showing a scooter to another woman.,images/005-17.jpg,SD2.0,2b
5,A woman is showing a scooter to another woman.,images/005-18.jpg,SD2.0,2b
5,A woman is showing a scooter to another woman.,images/005-19.jpg,SD2.0,2c
5,A woman is showing a scooter to another woman.,images/005-20.jpg,SD2.0,2c
5,A woman is showing a scooter to another woman.,images/005-21.jpg,SD2.0,2c
5,A woman is showing a scooter to another woman.,images/005-22.jpg,SD2.0,2c
5,A woman is showing a scooter to another woman.,images/005-23.jpg,SD2.0,3a
5,A woman is showing a scooter to another woman.,images/005-24.jpg,SD2.0,3a
5,A woman is showing a scooter to another woman.,images/005-25.jpg,SD2.0,3a
5,A woman is showing a scooter to another woman.,images/005-26.jpg,SD2.0,3a
5,A woman is showing a scooter to another woman.,images/005-27.jpg,SD2.0,3a
5,A woman is showing a scooter to another woman.,images/005-28.jpg,SD2.0,3b
5,A woman is showing a scooter to another woman.,images/005-29.jpg,SD2.0,3b
5,A woman is showing a scooter to another woman.,images/005-30.jpg,SD2.0,3b
5,A woman is showing a scooter to another woman.,images/005-31.jpg,SD2.0,3b
6,A man in a green suiit leaning over a laptop,images/006-00.jpg,SD2.1,0
6,A man in a green suiit leaning over a laptop,images/006-01.jpg,SD2.0,1a
6,A man in a green suiit leaning over a laptop,images/006-02.jpg,SD2.0,1a
6,A man in a green suiit leaning over a laptop,images/006-03.jpg,SD2.0,1a
6,A man in a green suiit leaning over a laptop,images/006-04.jpg,SD2.0,1b
6,A man in a green suiit leaning over a laptop,images/006-05.jpg,SD2.0,1b
6,A man in a green suiit leaning over a laptop,images/006-06.jpg,SD2.0,1b
6,A man in a green suiit leaning over a laptop,images/006-07.jpg,SD2.0,1b
6,A man in a green suiit leaning over a laptop,images/006-08.jpg,SD2.0,2a
6,A man in a green suiit leaning over a laptop,images/006-09.jpg,SD2.0,2a
6,A man in a green suiit leaning over a laptop,images/006-10.jpg,SD2.0,2a
6,A man in a green suiit leaning over a laptop,images/006-11.jpg,SD2.0,2a
6,A man in a green suiit leaning over a laptop,images/006-12.jpg,SD2.0,2b
6,A man in a green suiit leaning over a laptop,images/006-13.jpg,SD2.0,2b
6,A man in a green suiit leaning over a laptop,images/006-14.jpg,SD2.0,2b
6,A man in a green suiit leaning over a laptop,images/006-15.jpg,SD2.0,2b
6,A man in a green suiit leaning over a laptop,images/006-16.jpg,SD2.0,2c
6,A man in a green suiit leaning over a laptop,images/006-17.jpg,SD2.0,2c
6,A man in a green suiit leaning over a laptop,images/006-18.jpg,SD2.0,2c
6,A man in a green suiit leaning over a laptop,images/006-19.jpg,SD2.0,2c
7,A woman holding a racquet on top of a tennis court.,images/007-00.jpg,SD2.1,0
7,A woman holding a racquet on top of a tennis court.,images/007-01.jpg,SD2.0,1a
7,A woman holding a racquet on top of a tennis court.,images/007-02.jpg,SD2.0,1a
7,A woman holding a racquet on top of a tennis court.,images/007-03.jpg,SD2.0,1a
7,A woman holding a racquet on top of a tennis court.,images/007-04.jpg,SD2.0,1a
7,A woman holding a racquet on top of a tennis court.,images/007-05.jpg,SD2.0,1a
7,A woman holding a racquet on top of a tennis court.,images/007-06.jpg,SD2.0,1b
7,A woman holding a racquet on top of a tennis court.,images/007-07.jpg,SD2.0,1b
7,A woman holding a racquet on top of a tennis court.,images/007-08.jpg,SD2.0,1b
7,A woman holding a racquet on top of a tennis court.,images/007-09.jpg,SD2.0,1b
7,A woman holding a racquet on top of a tennis court.,images/007-10.jpg,SD2.0,1b
7,A woman holding a racquet on top of a tennis court.,images/007-11.jpg,SD2.0,1c
7,A woman holding a racquet on top of a tennis court.,images/007-12.jpg,SD2.0,1c
7,A woman holding a racquet on top of a tennis court.,images/007-13.jpg,SD2.0,1c
7,A woman holding a racquet on top of a tennis court.,images/007-14.jpg,SD2.0,1c
7,A woman holding a racquet on top of a tennis court.,images/007-15.jpg,SD2.0,1c
7,A woman holding a racquet on top of a tennis court.,images/007-16.jpg,SD2.0,2a
7,A woman holding a racquet on top of a tennis court.,images/007-17.jpg,SD2.0,2a
7,A woman holding a racquet on top of a tennis court.,images/007-18.jpg,SD2.0,2a
7,A woman holding a racquet on top of a tennis court.,images/007-19.jpg,SD2.0,2a
7,A woman holding a racquet on top of a tennis court.,images/007-20.jpg,SD2.0,2a
7,A woman holding a racquet on top of a tennis court.,images/007-21.jpg,SD2.0,2b
7,A woman holding a racquet on top of a tennis court.,images/007-22.jpg,SD2.0,2b
7,A woman holding a racquet on top of a tennis court.,images/007-23.jpg,SD2.0,2b
7,A woman holding a racquet on top of a tennis court.,images/007-24.jpg,SD2.0,2c
7,A woman holding a racquet on top of a tennis court.,images/007-25.jpg,SD2.0,2c
7,A woman holding a racquet on top of a tennis court.,images/007-26.jpg,SD2.0,2c
7,A woman holding a racquet on top of a tennis court.,images/007-27.jpg,SD2.0,2c
7,A woman holding a racquet on top of a tennis court.,images/007-28.jpg,SD2.0,2c
8,"One laptop, a mouse, cords, wires, and a monitor.",images/008-00.jpg,SD2.0,0
8,"One laptop, a mouse, cords, wires, and a monitor.",images/008-01.jpg,SD2.0,1a
8,"One laptop, a mouse, cords, wires, and a monitor.",images/008-02.jpg,SD2.0,1a
8,"One laptop, a mouse, cords, wires, and a monitor.",images/008-03.jpg,SD2.0,1b
8,"One laptop, a mouse, cords, wires, and a monitor.",images/008-04.jpg,SD2.0,1b
8,"One laptop, a mouse, cords, wires, and a monitor.",images/008-05.jpg,SD2.0,1c
8,"One laptop, a mouse, cords, wires, and a monitor.",images/008-06.jpg,SD2.0,1c
8,"One laptop, a mouse, cords, wires, and a monitor.",images/008-07.jpg,SD2.0,1d
8,"One laptop, a mouse, cords, wires, and a monitor.",images/008-08.jpg,SD2.0,1e
8,"One laptop, a mouse, cords, wires, and a monitor.",images/008-09.jpg,SD2.0,1e
8,"One laptop, a mouse, cords, wires, and a monitor.",images/008-10.jpg,SD2.0,1e
8,"One laptop, a mouse, cords, wires, and a monitor.",images/008-11.jpg,SD2.0,1e
8,"One laptop, a mouse, cords, wires, and a monitor.",images/008-12.jpg,SD2.0,1e
8,"One laptop, a mouse, cords, wires, and a monitor.",images/008-13.jpg,SD2.0,1f
8,"One laptop, a mouse, cords, wires, and a monitor.",images/008-14.jpg,SD2.0,1f
8,"One laptop, a mouse, cords, wires, and a monitor.",images/008-15.jpg,SD2.0,1f
8,"One laptop, a mouse, cords, wires, and a monitor.",images/008-16.jpg,SD2.0,1g
8,"One laptop, a mouse, cords, wires, and a monitor.",images/008-17.jpg,SD2.0,1g
8,"One laptop, a mouse, cords, wires, and a monitor.",images/008-18.jpg,SD2.0,1h
8,"One laptop, a mouse, cords, wires, and a monitor.",images/008-19.jpg,SD2.0,1h
8,"One laptop, a mouse, cords, wires, and a monitor.",images/008-20.jpg,SD2.0,1h
8,"One laptop, a mouse, cords, wires, and a monitor.",images/008-21.jpg,SD2.0,2a
8,"One laptop, a mouse, cords, wires, and a monitor.",images/008-22.jpg,SD2.0,2a
8,"One laptop, a mouse, cords, wires, and a monitor.",images/008-23.jpg,SD2.0,2a
8,"One laptop, a mouse, cords, wires, and a monitor.",images/008-24.jpg,SD2.0,2a
8,"One laptop, a mouse, cords, wires, and a monitor.",images/008-25.jpg,SD2.0,2b
8,"One laptop, a mouse, cords, wires, and a monitor.",images/008-26.jpg,SD2.0,2b
8,"One laptop, a mouse, cords, wires, and a monitor.",images/008-27.jpg,SD2.0,2b
8,"One laptop, a mouse, cords, wires, and a monitor.",images/008-28.jpg,SD2.0,2b
8,"One laptop, a mouse, cords, wires, and a monitor.",images/008-29.jpg,SD2.0,2b
8,"One laptop, a mouse, cords, wires, and a monitor.",images/008-30.jpg,SD2.0,2c
8,"One laptop, a mouse, cords, wires, and a monitor.",images/008-31.jpg,SD2.0,2c
8,"One laptop, a mouse, cords, wires, and a monitor.",images/008-32.jpg,SD2.0,2c
8,"One laptop, a mouse, cords, wires, and a monitor.",images/008-33.jpg,SD2.0,2c
8,"One laptop, a mouse, cords, wires, and a monitor.",images/008-34.jpg,SD2.0,3a
8,"One laptop, a mouse, cords, wires, and a monitor.",images/008-35.jpg,SD2.0,3a
8,"One laptop, a mouse, cords, wires, and a monitor.",images/008-36.jpg,SD2.0,3a
8,"One laptop, a mouse, cords, wires, and a monitor.",images/008-37.jpg,SD2.0,3a
8,"One laptop, a mouse, cords, wires, and a monitor.",images/008-38.jpg,SD2.0,3a
8,"One laptop, a mouse, cords, wires, and a monitor.",images/008-39.jpg,SD2.0,3b
8,"One laptop, a mouse, cords, wires, and a monitor.",images/008-40.jpg,SD2.0,3b
8,"One laptop, a mouse, cords, wires, and a monitor.",images/008-41.jpg,SD2.0,3b
8,"One laptop, a mouse, cords, wires, and a monitor.",images/008-42.jpg,SD2.0,3b
8,"One laptop, a mouse, cords, wires, and a monitor.",images/008-43.jpg,SD2.0,3b
8,"One laptop, a mouse, cords, wires, and a monitor.",images/008-44.jpg,SD2.0,3c
8,"One laptop, a mouse, cords, wires, and a monitor.",images/008-45.jpg,SD2.0,3c
8,"One laptop, a mouse, cords, wires, and a monitor.",images/008-46.jpg,SD2.0,3c
8,"One laptop, a mouse, cords, wires, and a monitor.",images/008-47.jpg,SD2.0,3c
8,"One laptop, a mouse, cords, wires, and a monitor.",images/008-48.jpg,SD2.0,3c
8,"One laptop, a mouse, cords, wires, and a monitor.",images/008-49.jpg,SD2.0,3d
8,"One laptop, a mouse, cords, wires, and a monitor.",images/008-50.jpg,SD2.0,3d
8,"One laptop, a mouse, cords, wires, and a monitor.",images/008-51.jpg,SD2.0,3d
8,"One laptop, a mouse, cords, wires, and a monitor.",images/008-52.jpg,SD2.0,3d
8,"One laptop, a mouse, cords, wires, and a monitor.",images/008-53.jpg,SD2.0,3d
9,A young man in a suit and tie with a beer in his hand.,images/009-00.jpg,SD2.1,0
9,A young man in a suit and tie with a beer in his hand.,images/009-01.jpg,SD2.0,1a
9,A young man in a suit and tie with a beer in his hand.,images/009-02.jpg,SD2.0,1a
9,A young man in a suit and tie with a beer in his hand.,images/009-03.jpg,SD2.0,1a
9,A young man in a suit and tie with a beer in his hand.,images/009-04.jpg,SD2.0,1a
9,A young man in a suit and tie with a beer in his hand.,images/009-05.jpg,SD2.0,1b
9,A young man in a suit and tie with a beer in his hand.,images/009-06.jpg,SD2.0,1b
9,A young man in a suit and tie with a beer in his hand.,images/009-07.jpg,SD2.0,1b
9,A young man in a suit and tie with a beer in his hand.,images/009-08.jpg,SD2.0,1b
9,A young man in a suit and tie with a beer in his hand.,images/009-09.jpg,SD2.0,1b
9,A young man in a suit and tie with a beer in his hand.,images/009-10.jpg,SD2.0,1c
9,A young man in a suit and tie with a beer in his hand.,images/009-11.jpg,SD2.0,1c
9,A young man in a suit and tie with a beer in his hand.,images/009-12.jpg,SD2.0,2a
9,A young man in a suit and tie with a beer in his hand.,images/009-13.jpg,SD2.0,2a
9,A young man in a suit and tie with a beer in his hand.,images/009-14.jpg,SD2.0,2a
9,A young man in a suit and tie with a beer in his hand.,images/009-15.jpg,SD2.0,2a
9,A young man in a suit and tie with a beer in his hand.,images/009-16.jpg,SD2.0,2a
9,A young man in a suit and tie with a beer in his hand.,images/009-17.jpg,SD2.0,2b
9,A young man in a suit and tie with a beer in his hand.,images/009-18.jpg,SD2.0,2b
9,A young man in a suit and tie with a beer in his hand.,images/009-19.jpg,SD2.0,2b
9,A young man in a suit and tie with a beer in his hand.,images/009-20.jpg,SD2.0,2b
9,A young man in a suit and tie with a beer in his hand.,images/009-21.jpg,SD2.0,2b
9,A young man in a suit and tie with a beer in his hand.,images/009-22.jpg,SD2.0,2c
9,A young man in a suit and tie with a beer in his hand.,images/009-23.jpg,SD2.0,2c
9,A young man in a suit and tie with a beer in his hand.,images/009-24.jpg,SD2.0,2c
9,A young man in a suit and tie with a beer in his hand.,images/009-25.jpg,SD2.0,2c
9,A young man in a suit and tie with a beer in his hand.,images/009-26.jpg,SD2.0,2d
9,A young man in a suit and tie with a beer in his hand.,images/009-27.jpg,SD2.0,2d
9,A young man in a suit and tie with a beer in his hand.,images/009-28.jpg,SD2.0,2d
9,A young man in a suit and tie with a beer in his hand.,images/009-29.jpg,SD2.0,2d
9,A young man in a suit and tie with a beer in his hand.,images/009-30.jpg,SD2.0,2d
9,A young man in a suit and tie with a beer in his hand.,images/009-31.jpg,SD2.0,3a
9,A young man in a suit and tie with a beer in his hand.,images/009-32.jpg,SD2.0,3a
9,A young man in a suit and tie with a beer in his hand.,images/009-33.jpg,SD2.0,3a
9,A young man in a suit and tie with a beer in his hand.,images/009-34.jpg,SD2.0,3a
9,A young man in a suit and tie with a beer in his hand.,images/009-35.jpg,SD2.0,3a
9,A young man in a suit and tie with a beer in his hand.,images/009-36.jpg,SD2.0,3b
9,A young man in a suit and tie with a beer in his hand.,images/009-37.jpg,SD2.0,3b
9,A young man in a suit and tie with a beer in his hand.,images/009-38.jpg,SD2.0,3b
9,A young man in a suit and tie with a beer in his hand.,images/009-39.jpg,SD2.0,3b
9,A young man in a suit and tie with a beer in his hand.,images/009-40.jpg,SD2.0,3b
9,A young man in a suit and tie with a beer in his hand.,images/009-41.jpg,SD2.0,3c
9,A young man in a suit and tie with a beer in his hand.,images/009-42.jpg,SD2.0,3c
9,A young man in a suit and tie with a beer in his hand.,images/009-43.jpg,SD2.0,3c
9,A young man in a suit and tie with a beer in his hand.,images/009-44.jpg,SD2.0,3c
9,A young man in a suit and tie with a beer in his hand.,images/009-45.jpg,SD2.0,3c
9,A young man in a suit and tie with a beer in his hand.,images/009-46.jpg,SD2.0,3d
9,A young man in a suit and tie with a beer in his hand.,images/009-47.jpg,SD2.0,3d
9,A young man in a suit and tie with a beer in his hand.,images/009-48.jpg,SD2.0,3d
9,A young man in a suit and tie with a beer in his hand.,images/009-49.jpg,SD2.0,3d
9,A young man in a suit and tie with a beer in his hand.,images/009-50.jpg,SD2.0,3d
9,A young man in a suit and tie with a beer in his hand.,images/009-51.jpg,SD2.0,3e
9,A young man in a suit and tie with a beer in his hand.,images/009-52.jpg,SD2.0,3e
9,A young man in a suit and tie with a beer in his hand.,images/009-53.jpg,SD2.0,3e
9,A young man in a suit and tie with a beer in his hand.,images/009-54.jpg,SD2.0,3e
9,A young man in a suit and tie with a beer in his hand.,images/009-55.jpg,SD2.0,4a
9,A young man in a suit and tie with a beer in his hand.,images/009-56.jpg,SD2.0,4a
9,A young man in a suit and tie with a beer in his hand.,images/009-57.jpg,SD2.0,4a
9,A young man in a suit and tie with a beer in his hand.,images/009-58.jpg,SD2.0,4a
9,A young man in a suit and tie with a beer in his hand.,images/009-59.jpg,SD2.0,4a
9,A young man in a suit and tie with a beer in his hand.,images/009-60.jpg,SD2.0,4b
9,A young man in a suit and tie with a beer in his hand.,images/009-61.jpg,SD2.0,4b
9,A young man in a suit and tie with a beer in his hand.,images/009-62.jpg,SD2.0,4b
9,A young man in a suit and tie with a beer in his hand.,images/009-63.jpg,SD2.0,4b
9,A young man in a suit and tie with a beer in his hand.,images/009-64.jpg,SD2.0,4b
9,A young man in a suit and tie with a beer in his hand.,images/009-65.jpg,SD2.0,4c
9,A young man in a suit and tie with a beer in his hand.,images/009-66.jpg,SD2.0,4c
9,A young man in a suit and tie with a beer in his hand.,images/009-67.jpg,SD2.0,4d
9,A young man in a suit and tie with a beer in his hand.,images/009-68.jpg,SD2.0,4d
9,A young man in a suit and tie with a beer in his hand.,images/009-69.jpg,SD2.0,4d
9,A young man in a suit and tie with a beer in his hand.,images/009-70.jpg,SD2.0,4d
9,A young man in a suit and tie with a beer in his hand.,images/009-71.jpg,SD2.0,4e
9,A young man in a suit and tie with a beer in his hand.,images/009-72.jpg,SD2.0,4e
9,A young man in a suit and tie with a beer in his hand.,images/009-73.jpg,SD2.0,4e
9,A young man in a suit and tie with a beer in his hand.,images/009-74.jpg,SD2.0,4e
9,A young man in a suit and tie with a beer in his hand.,images/009-75.jpg,SD2.0,4e
10,A man is eating a loaded hot dog with people around him.,images/010-00.jpg,SD2.1,0a
10,A man is eating a loaded hot dog with people around him.,images/010-01.jpg,SD2.0,0b
10,A man is eating a loaded hot dog with people around him.,images/010-02.jpg,SD2.0,0b
10,A man is eating a loaded hot dog with people around him.,images/010-03.jpg,SD2.0,0b
10,A man is eating a loaded hot dog with people around him.,images/010-04.jpg,SD2.0,0b
10,A man is eating a loaded hot dog with people around him.,images/010-05.jpg,SD2.0,0b
10,A man is eating a loaded hot dog with people around him.,images/010-06.jpg,SD2.0,0c
10,A man is eating a loaded hot dog with people around him.,images/010-07.jpg,SD2.0,0c
10,A man is eating a loaded hot dog with people around him.,images/010-08.jpg,SD2.0,0c
10,A man is eating a loaded hot dog with people around him.,images/010-09.jpg,SD2.0,0c
10,A man is eating a loaded hot dog with people around him.,images/010-10.jpg,SD2.0,0c
10,A man is eating a loaded hot dog with people around him.,images/010-11.jpg,SD2.0,0d
10,A man is eating a loaded hot dog with people around him.,images/010-12.jpg,SD2.0,0d
10,A man is eating a loaded hot dog with people around him.,images/010-13.jpg,SD2.0,0e
10,A man is eating a loaded hot dog with people around him.,images/010-14.jpg,SD2.0,0e
10,A man is eating a loaded hot dog with people around him.,images/010-15.jpg,SD2.0,0e
10,A man is eating a loaded hot dog with people around him.,images/010-16.jpg,SD2.0,0e
10,A man is eating a loaded hot dog with people around him.,images/010-17.jpg,SD2.0,0e
10,A man is eating a loaded hot dog with people around him.,images/010-18.jpg,SD2.0,1a
10,A man is eating a loaded hot dog with people around him.,images/010-19.jpg,SD2.0,1a
10,A man is eating a loaded hot dog with people around him.,images/010-20.jpg,SD2.0,1a
10,A man is eating a loaded hot dog with people around him.,images/010-21.jpg,SD2.0,1a
10,A man is eating a loaded hot dog with people around him.,images/010-22.jpg,SD2.0,1a
10,A man is eating a loaded hot dog with people around him.,images/010-23.jpg,SD2.0,1b
10,A man is eating a loaded hot dog with people around him.,images/010-24.jpg,SD2.0,1b
10,A man is eating a loaded hot dog with people around him.,images/010-25.jpg,SD2.0,1b
10,A man is eating a loaded hot dog with people around him.,images/010-26.jpg,SD2.0,1b
10,A man is eating a loaded hot dog with people around him.,images/010-27.jpg,SD2.0,1b
10,A man is eating a loaded hot dog with people around him.,images/010-28.jpg,SD2.0,2a
10,A man is eating a loaded hot dog with people around him.,images/010-29.jpg,SD2.0,2a
10,A man is eating a loaded hot dog with people around him.,images/010-30.jpg,SD2.0,2a
10,A man is eating a loaded hot dog with people around him.,images/010-31.jpg,SD2.0,2a
10,A man is eating a loaded hot dog with people around him.,images/010-32.jpg,SD2.0,2a
10,A man is eating a loaded hot dog with people around him.,images/010-33.jpg,SD2.0,2b
10,A man is eating a loaded hot dog with people around him.,images/010-34.jpg,SD2.0,2b
10,A man is eating a loaded hot dog with people around him.,images/010-35.jpg,SD2.0,2b
10,A man is eating a loaded hot dog with people around him.,images/010-36.jpg,SD2.0,2b
10,A man is eating a loaded hot dog with people around him.,images/010-37.jpg,SD2.0,2b
10,A man is eating a loaded hot dog with people around him.,images/010-38.jpg,SD2.0,2c
10,A man is eating a loaded hot dog with people around him.,images/010-39.jpg,SD2.0,2c
10,A man is eating a loaded hot dog with people around him.,images/010-40.jpg,SD2.0,2c
10,A man is eating a loaded hot dog with people around him.,images/010-41.jpg,SD2.0,2c
10,A man is eating a loaded hot dog with people around him.,images/010-42.jpg,SD2.0,3a
10,A man is eating a loaded hot dog with people around him.,images/010-43.jpg,SD2.0,3a
10,A man is eating a loaded hot dog with people around him.,images/010-44.jpg,SD2.0,3a
10,A man is eating a loaded hot dog with people around him.,images/010-45.jpg,SD2.0,3a
10,A man is eating a loaded hot dog with people around him.,images/010-46.jpg,SD2.0,3a
10,A man is eating a loaded hot dog with people around him.,images/010-47.jpg,SD2.0,3b
10,A man is eating a loaded hot dog with people around him.,images/010-48.jpg,SD2.0,3b
10,A man is eating a loaded hot dog with people around him.,images/010-49.jpg,SD2.0,3c
10,A man is eating a loaded hot dog with people around him.,images/010-50.jpg,SD2.0,3c
10,A man is eating a loaded hot dog with people around him.,images/010-51.jpg,SD2.0,3c
11,A man in a wet suit is surfing.,images/011-00.jpg,SD2.1,0a
11,A man in a wet suit is surfing.,images/011-01.jpg,SD2.0,0b
11,A man in a wet suit is surfing.,images/011-02.jpg,SD2.0,0b
11,A man in a wet suit is surfing.,images/011-03.jpg,SD2.0,0b
11,A man in a wet suit is surfing.,images/011-04.jpg,SD2.0,0b
11,A man in a wet suit is surfing.,images/011-05.jpg,SD2.0,0b
11,A man in a wet suit is surfing.,images/011-06.jpg,SD2.0,0c
11,A man in a wet suit is surfing.,images/011-07.jpg,SD2.0,0c
11,A man in a wet suit is surfing.,images/011-08.jpg,SD2.0,0c
11,A man in a wet suit is surfing.,images/011-09.jpg,SD2.0,0c
11,A man in a wet suit is surfing.,images/011-10.jpg,SD2.0,0c
11,A man in a wet suit is surfing.,images/011-11.jpg,SD2.0,1
