id,image_id,alignscore,blipscore,clipscore,fuyu_dsg,fuyu_tifa,instruct_blip_dsg,instruct_blip_tifa,llava-alt_dsg,llava-alt_tifa,llava_dsg,llava_tifa,mplug_dsg,mplug_tifa,rank
1,001.01.jpg,0.58,0.5,0.63,0.75,0.4,0.5,0.6,0.75,0.6,0.5,0.4,1.0,0.8,1
1,001.02.jpg,0.55,0.83,0.64,1.0,1.0,0.5,0.4,0.75,0.4,0.5,0.4,1.0,0.8,1
1,001.03.jpg,0.56,0.05,0.54,1.0,1.0,0.5,0.4,1.0,0.8,0.5,0.4,0.5,1.0,1
1,001.04.jpg,0.57,0.76,0.65,0.75,0.6,0.5,0.6,1.0,0.8,0.5,0.4,1.0,0.8,1
1,001.05.jpg,0.62,0.08,0.59,1.0,0.6,0.5,0.6,0.75,0.8,0.5,0.4,1.0,0.8,1
1,001.06.jpg,0.34,-0.08,0.59,0.5,0.4,0.5,0.6,0.5,0.6,0.5,0.6,1.0,0.8,1
1,001.07.jpg,0.61,0.23,0.48,0.25,0.4,0.25,0.4,0.5,0.6,0.5,0.6,0.5,0.6,1
1,001.08.jpg,0.36,-0.25,0.58,0.25,0.0,0.5,0.4,0.5,0.6,0.5,0.6,0.75,0.6,1
1,001.09.jpg,0.48,0.1,0.54,0.0,0.4,0.5,0.4,0.25,0.6,0.25,0.6,0.75,0.8,1
1,001.10.jpg,0.5,0.49,0.43,0.25,0.4,0.75,0.4,0.5,0.6,0.5,0.6,0.75,0.8,1
2,002.00.jpg,0.78,-0.79,0.63,1.0,0.875,1.0,1.0,1.0,1.0,1.0,0.875,1.0,1.0,0
2,002.01.jpg,0.76,-0.98,0.68,0.8333333333333334,0.75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
2,002.02.jpg,0.8,-0.63,0.71,1.0,0.75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
2,002.03.jpg,0.73,-0.66,0.64,1.0,0.875,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
2,002.04.jpg,0.79,-0.55,0.65,1.0,0.75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
2,002.05.jpg,0.79,-0.83,0.69,1.0,0.75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
2,002.06.jpg,0.75,-0.81,0.69,1.0,0.75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
2,002.07.jpg,0.76,-0.59,0.66,0.8333333333333334,0.75,1.0,1.0,1.0,1.0,1.0,0.875,0.8333333333333334,1.0,0
2,002.08.jpg,0.73,-0.81,0.67,0.6666666666666666,0.75,1.0,1.0,1.0,0.875,0.6666666666666666,0.875,1.0,1.0,0
2,002.09.jpg,0.79,-0.61,0.67,1.0,0.75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
2,002.10.jpg,0.77,-0.69,0.69,1.0,0.875,1.0,1.0,1.0,1.0,0.6666666666666666,0.875,1.0,1.0,0
2,002.11.jpg,0.42,0.01,0.39,0.5,0.5,0.3333333333333333,0.5,0.5,0.375,0.3333333333333333,0.25,0.5,0.75,1
2,002.12.jpg,0.39,0.19,0.39,0.3333333333333333,0.5,0.5,0.5,0.5,0.5,0.3333333333333333,0.25,0.6666666666666666,0.5,1
2,002.13.jpg,0.38,-0.38,0.44,0.3333333333333333,0.5,0.3333333333333333,0.375,0.3333333333333333,0.375,0.3333333333333333,0.375,0.5,0.75,1
2,002.14.jpg,0.4,-0.46,0.46,0.5,0.5,0.3333333333333333,0.5,0.6666666666666666,0.5,0.3333333333333333,0.375,0.6666666666666666,0.5,1
2,002.15.jpg,0.45,-0.56,0.41,0.3333333333333333,0.5,0.3333333333333333,0.5,0.3333333333333333,0.375,0.3333333333333333,0.5,0.6666666666666666,0.5,1
2,002.16.jpg,0.3,0.24,0.4,0.5,0.375,0.3333333333333333,0.375,0.3333333333333333,0.375,0.3333333333333333,0.375,0.5,0.375,1
2,002.17.jpg,0.35,-0.42,0.43,0.5,0.25,0.5,0.375,0.6666666666666666,0.375,0.3333333333333333,0.25,0.5,0.625,1
2,002.18.jpg,0.33,-0.26,0.4,0.3333333333333333,0.375,0.3333333333333333,0.375,0.3333333333333333,0.5,0.3333333333333333,0.5,0.5,0.5,1
2,002.19.jpg,0.33,-0.31,0.39,0.5,0.375,0.3333333333333333,0.375,0.3333333333333333,0.375,0.3333333333333333,0.375,0.6666666666666666,0.5,1
2,002.20.jpg,0.42,-0.41,0.44,0.3333333333333333,0.25,0.3333333333333333,0.5,1.0,0.625,0.6666666666666666,0.5,0.6666666666666666,0.75,1
2,002.21.jpg,0.1,0.11,0.25,0.3333333333333333,0.5,0.1666666666666666,0.25,0.1666666666666666,0.375,0.1666666666666666,0.375,0.3333333333333333,0.375,2
3,003.00.jpg,0.48,-0.44,0.6,0.5,0.3333333333333333,0.75,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,0
3,003.01.jpg,0.49,-0.46,0.54,0.5,0.5,0.5,0.6666666666666666,1.0,1.0,0.75,1.0,1.0,1.0,1
3,003.02.jpg,0.47,-0.21,0.57,0.5,0.3333333333333333,1.0,1.0,1.0,1.0,0.75,1.0,1.0,0.8333333333333334,1
3,003.03.jpg,0.37,-0.65,0.69,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
3,003.04.jpg,0.48,-0.03,0.51,0.25,0.3333333333333333,0.75,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,0.8333333333333334,1
3,003.05.jpg,0.52,-0.38,0.55,0.5,0.3333333333333333,0.75,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1
3,003.06.jpg,0.34,-0.04,0.27,0.0,0.1666666666666666,0.25,0.5,0.25,0.3333333333333333,0.25,0.3333333333333333,0.5,0.6666666666666666,1
3,003.07.jpg,0.3,-0.31,0.26,0.0,0.3333333333333333,0.25,0.5,0.5,0.3333333333333333,0.0,0.5,0.75,0.6666666666666666,1
3,003.08.jpg,0.43,-0.38,0.39,0.0,0.1666666666666666,0.25,0.5,0.25,0.5,0.25,0.5,0.75,0.5,1
3,003.09.jpg,0.29,0.21,0.29,0.25,0.3333333333333333,0.25,0.5,0.0,0.3333333333333333,0.0,0.3333333333333333,0.75,0.8333333333333334,1
3,003.10.jpg,0.31,-0.54,0.33,0.0,0.1666666666666666,0.25,0.5,0.0,0.3333333333333333,0.0,0.5,0.75,0.6666666666666666,1
4,004.00.jpg,0.6,-0.05,0.62,0.4,0.6,1.0,0.8,1.0,1.0,1.0,1.0,1.0,0.8,0
4,004.01.jpg,0.62,-0.07,0.59,1.0,0.8,1.0,0.8,1.0,1.0,0.8,0.8,0.8,1.0,1
4,004.02.jpg,0.59,-0.03,0.63,1.0,0.8,1.0,0.8,0.8,0.8,0.6,1.0,1.0,0.8,1
4,004.03.jpg,0.69,-0.29,0.62,1.0,1.0,1.0,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1
4,004.04.jpg,0.6,0.26,0.62,1.0,0.6,1.0,0.8,0.6,0.8,0.6,0.8,1.0,1.0,1
4,004.05.jpg,0.62,0.15,0.54,0.6,0.8,0.8,0.6,0.8,0.8,0.6,0.8,0.6,1.0,2
4,004.06.jpg,0.61,0.03,0.65,0.8,1.0,0.6,0.6,0.6,1.0,0.6,0.8,1.0,1.0,2
4,004.07.jpg,0.67,0.23,0.62,1.0,1.0,1.0,0.8,0.6,0.8,0.6,0.8,0.6,1.0,2
4,004.08.jpg,0.66,-0.39,0.63,0.8,0.8,0.8,0.6,0.8,0.8,0.6,0.6,0.8,0.6,2
4,004.09.jpg,0.61,0.01,0.56,0.6,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2
4,004.10.jpg,0.57,-0.08,0.52,0.8,0.6,1.0,0.4,0.4,0.6,0.6,0.2,1.0,0.8,2
4,004.11.jpg,0.46,0.32,0.54,0.6,0.8,1.0,0.4,1.0,0.6,0.6,0.4,1.0,0.8,2
4,004.12.jpg,0.54,0.26,0.52,0.6,0.4,1.0,0.4,0.8,0.6,0.8,0.4,0.8,0.6,2
4,004.13.jpg,0.54,-0.41,0.53,1.0,0.6,1.0,0.4,1.0,0.6,0.8,0.4,1.0,1.0,2
5,005.00.jpg,0.69,0.97,0.65,0.75,0.6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
5,005.01.jpg,0.72,0.88,0.7,0.75,0.6,1.0,1.0,1.0,1.0,0.75,1.0,1.0,0.8,0
5,005.02.jpg,0.74,0.76,0.71,0.75,0.6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
5,005.03.jpg,0.67,0.83,0.78,0.75,0.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,0
5,005.04.jpg,0.63,0.47,0.76,0.75,0.4,1.0,1.0,1.0,1.0,0.75,1.0,0.75,1.0,0
5,005.05.jpg,0.31,0.69,0.29,0.5,0.0,0.75,0.2,0.5,0.4,0.5,0.4,0.5,0.4,1
5,005.06.jpg,0.48,0.94,0.44,0.5,0.2,0.5,0.4,0.5,0.4,0.5,0.4,0.5,0.4,1
5,005.07.jpg,0.47,0.95,0.41,0.5,0.2,0.75,0.4,0.5,0.2,0.5,0.4,0.5,0.4,1
5,005.08.jpg,0.44,0.69,0.44,0.5,0.2,0.75,0.2,0.5,0.2,0.5,0.4,0.5,0.2,1
5,005.09.jpg,0.43,0.69,0.46,0.5,0.2,0.75,0.4,0.5,0.4,0.5,0.4,0.5,0.4,1
5,005.10.jpg,0.54,0.42,0.58,0.75,0.6,1.0,1.0,0.75,1.0,0.75,1.0,0.75,0.8,2
5,005.11.jpg,0.57,0.27,0.54,0.75,0.6,1.0,1.0,0.5,1.0,0.5,0.8,0.75,1.0,2
5,005.12.jpg,0.56,0.15,0.6,0.75,0.6,1.0,1.0,0.75,1.0,0.5,1.0,0.5,1.0,2
5,005.13.jpg,0.55,0.31,0.61,0.75,0.4,0.75,1.0,0.5,1.0,0.5,1.0,0.75,1.0,2
5,005.14.jpg,0.49,0.44,0.58,1.0,0.4,1.0,1.0,0.5,0.8,0.5,0.8,0.5,1.0,2
5,005.15.jpg,0.22,0.69,0.22,0.5,0.2,0.5,0.2,0.5,0.2,0.5,0.4,0.5,0.4,2
5,005.16.jpg,0.22,0.8,0.21,0.25,0.2,0.5,0.4,0.5,0.4,0.5,0.4,0.5,0.4,2
5,005.17.jpg,0.17,0.77,0.21,0.5,0.2,0.75,0.2,0.5,0.4,0.5,0.4,0.5,0.4,2
5,005.18.jpg,0.22,0.51,0.2,0.5,0.2,0.5,0.4,0.5,0.4,0.5,0.4,0.5,0.4,2
5,005.19.jpg,0.21,0.27,0.21,0.5,0.2,0.5,0.2,0.5,0.4,0.5,0.4,0.5,0.4,2
5,005.20.jpg,0.23,0.78,0.19,0.25,0.2,0.5,0.4,0.5,0.2,0.5,0.4,0.5,0.4,2
5,005.21.jpg,0.15,0.75,0.24,0.5,0.2,0.75,0.2,0.5,0.4,0.5,0.4,0.5,0.4,2
5,005.22.jpg,0.21,0.74,0.18,0.25,0.2,0.5,0.4,0.5,0.2,0.5,0.2,0.5,0.4,2
5,005.23.jpg,0.18,0.1,0.07,0.25,0.6,0.5,0.0,0.0,0.0,0.0,0.0,0.25,0.0,3
5,005.24.jpg,0.19,0.13,0.11,0.25,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.25,0.0,3
5,005.25.jpg,0.17,0.33,0.14,0.25,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.25,0.0,3
5,005.26.jpg,0.17,0.65,0.11,0.25,0.0,0.5,0.0,0.0,0.0,0.0,0.2,0.25,0.0,3
5,005.27.jpg,0.22,0.58,0.1,0.25,0.0,0.25,0.2,0.0,0.0,0.0,0.2,0.25,0.0,3
5,005.28.jpg,0.42,0.33,0.44,0.75,0.6,0.5,0.6,0.25,0.4,0.25,0.4,0.25,0.6,3
5,005.29.jpg,0.46,0.43,0.53,0.5,0.2,0.5,0.6,0.5,0.4,0.5,0.4,0.75,0.6,3
5,005.30.jpg,0.51,0.53,0.6,0.75,0.0,1.0,0.8,0.5,1.0,0.5,0.8,0.5,0.8,3
5,005.31.jpg,0.48,0.4,0.55,0.75,0.4,0.5,0.6,0.25,0.6,0.25,0.8,0.25,0.8,3
6,006.00.jpg,0.69,-0.14,0.55,0.8,0.75,0.8,0.5,0.8,0.625,0.6,0.625,0.6,0.75,0
6,006.01.jpg,0.52,0.36,0.44,0.8,0.25,0.6,0.375,0.6,0.5,0.6,0.375,0.6,0.5,1
6,006.02.jpg,0.44,0.38,0.39,0.6,0.25,0.6,0.375,0.6,0.5,0.4,0.375,0.6,0.375,1
6,006.03.jpg,0.56,0.05,0.43,0.6,0.5,0.6,0.375,0.6,0.375,0.6,0.5,0.6,0.5,1
6,006.04.jpg,0.59,-0.06,0.51,0.6,0.5,0.8,0.5,0.6,0.5,0.6,0.5,0.6,0.5,1
6,006.05.jpg,0.56,-0.05,0.53,0.2,0.375,0.6,0.375,0.6,0.5,0.6,0.5,0.4,0.5,1
6,006.06.jpg,0.57,0.09,0.53,0.6,0.375,0.6,0.5,0.6,0.5,0.6,0.5,0.6,0.5,1
6,006.07.jpg,0.59,-0.02,0.49,0.6,0.25,0.6,0.5,0.6,0.5,0.6,0.5,0.6,0.5,1
6,006.08.jpg,0.4,0.45,0.46,0.6,0.25,0.6,0.375,0.6,0.5,0.6,0.375,0.8,0.5,2
6,006.09.jpg,0.39,0.77,0.42,0.4,0.25,0.6,0.375,0.6,0.5,0.6,0.25,0.6,0.5,2
6,006.10.jpg,0.51,0.71,0.47,0.6,0.375,0.6,0.375,0.6,0.5,0.6,0.375,0.6,0.375,2
6,006.11.jpg,0.47,0.68,0.46,0.4,0.25,0.6,0.375,0.6,0.625,0.6,0.375,0.6,0.375,2
6,006.12.jpg,0.34,0.13,0.3,0.2,0.0,0.2,0.125,0.2,0.25,0.2,0.125,0.2,0.25,2
6,006.13.jpg,0.45,0.09,0.33,0.4,0.0,0.2,0.125,0.2,0.25,0.2,0.125,0.2,0.375,2
6,006.14.jpg,0.35,0.05,0.35,0.4,0.125,0.6,0.375,0.4,0.125,0.2,0.125,0.4,0.375,2
6,006.15.jpg,0.4,0.35,0.33,0.4,0.0,0.2,0.125,0.2,0.25,0.2,0.125,0.4,0.125,2
6,006.16.jpg,0.26,-0.63,0.48,0.0,0.125,0.2,0.375,0.2,0.25,0.2,0.25,0.2,0.375,2
6,006.17.jpg,0.31,0.23,0.43,0.0,0.25,0.2,0.25,0.2,0.375,0.2,0.375,0.2,0.375,2
6,006.18.jpg,0.33,-0.26,0.45,0.2,0.125,0.6,0.25,0.2,0.25,0.2,0.25,0.4,0.375,2
6,006.19.jpg,0.24,-0.12,0.47,0.2,0.125,0.2,0.375,0.2,0.25,0.2,0.25,0.2,0.25,2
7,007.00.jpg,0.68,-0.37,0.57,0.6,0.75,1.0,0.75,1.0,1.0,1.0,1.0,1.0,1.0,0
7,007.01.jpg,0.64,-0.07,0.49,0.2,0.5,1.0,0.75,1.0,1.0,1.0,1.0,1.0,0.875,1
7,007.02.jpg,0.7,0.26,0.63,0.4,0.75,1.0,0.875,1.0,1.0,1.0,1.0,1.0,1.0,1
7,007.03.jpg,0.68,-0.29,0.57,0.2,0.5,1.0,0.75,1.0,0.875,1.0,1.0,1.0,1.0,1
7,007.04.jpg,0.62,0.29,0.6,0.4,0.5,1.0,0.875,1.0,0.875,0.8,1.0,1.0,1.0,1
7,007.05.jpg,0.67,-0.19,0.55,0.4,0.625,1.0,0.75,1.0,1.0,1.0,1.0,1.0,1.0,1
7,007.06.jpg,0.58,0.74,0.52,0.6,0.5,0.6,0.625,0.8,0.875,0.6,0.75,0.8,0.625,1
7,007.07.jpg,0.61,0.27,0.65,0.8,0.5,1.0,0.75,1.0,1.0,1.0,1.0,1.0,1.0,1
7,007.08.jpg,0.32,0.21,0.52,0.8,0.5,0.8,0.625,0.8,0.875,0.6,0.75,0.6,0.75,1
7,007.09.jpg,0.49,0.49,0.49,0.8,0.375,1.0,0.75,0.8,0.875,0.6,0.75,0.6,0.75,1
7,007.10.jpg,0.62,0.6,0.56,0.6,0.625,1.0,0.75,1.0,1.0,1.0,1.0,1.0,1.0,1
7,007.11.jpg,0.46,0.01,0.43,0.6,0.625,0.6,0.625,0.4,0.625,0.4,0.75,0.4,0.75,1
7,007.12.jpg,0.43,0.16,0.36,0.4,0.375,0.8,0.5,0.4,0.625,0.4,0.625,0.6,0.5,1
7,007.13.jpg,0.43,-0.37,0.45,0.4,0.375,0.8,0.625,0.4,0.625,0.4,0.625,0.4,0.5,1
7,007.14.jpg,0.48,0.1,0.42,0.4,0.5,1.0,0.625,0.4,0.75,0.4,0.5,0.4,0.75,1
7,007.15.jpg,0.53,-0.15,0.38,0.2,0.375,0.8,0.625,0.4,0.625,0.2,0.5,0.4,0.625,1
7,007.16.jpg,0.49,0.14,0.35,0.2,0.5,1.0,0.625,0.8,0.75,0.6,0.625,0.6,0.625,2
7,007.17.jpg,0.5,0.03,0.37,0.0,0.125,0.8,0.5,1.0,0.75,0.8,0.875,0.8,0.625,2
7,007.18.jpg,0.58,-0.09,0.38,0.2,0.625,1.0,0.625,1.0,1.0,0.8,0.75,1.0,1.0,2
7,007.19.jpg,0.52,-0.03,0.4,0.2,0.375,1.0,0.5,0.8,0.875,0.6,0.625,0.8,0.75,2
7,007.20.jpg,0.51,-0.03,0.43,0.4,0.375,0.8,0.5,0.4,0.625,0.4,0.625,0.2,0.625,2
7,007.21.jpg,0.26,-0.02,0.27,0.6,0.25,0.2,0.5,0.2,0.25,0.2,0.625,0.4,0.625,2
7,007.22.jpg,0.13,0.07,0.11,0.4,0.375,0.4,0.375,0.2,0.5,0.2,0.5,0.6,0.625,2
7,007.23.jpg,0.22,0.06,0.26,0.4,0.375,0.2,0.25,0.2,0.5,0.2,0.375,0.2,0.25,2
7,007.24.jpg,0.36,0.48,0.51,0.6,0.75,0.4,0.5,0.2,0.5,0.2,0.625,0.2,0.625,2
7,007.25.jpg,0.36,-0.16,0.46,0.2,0.625,0.4,0.625,0.2,0.5,0.2,0.625,0.2,0.625,2
7,007.26.jpg,0.48,0.03,0.38,0.2,0.375,0.6,0.625,0.4,0.625,0.2,0.625,0.4,0.75,2
7,007.27.jpg,0.44,0.35,0.48,0.6,0.5,0.4,0.5,0.2,0.5,0.2,0.625,0.4,0.75,2
7,007.28.jpg,0.48,0.02,0.53,0.4,0.625,0.6,0.625,0.4,0.625,0.4,0.75,0.4,0.75,2
8,008.00.jpg,0.63,0.66,0.5,1.0,0.5,0.8,0.8333333333333334,1.0,1.0,1.0,0.8333333333333334,0.8,0.6666666666666666,0
8,008.01.jpg,0.69,-0.06,0.56,0.8,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,0.8333333333333334,1.0,1.0,1
8,008.02.jpg,0.7,0.05,0.57,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.8333333333333334,1.0,1.0,1
8,008.03.jpg,0.72,0.27,0.58,0.8,0.3333333333333333,1.0,1.0,0.8,0.8333333333333334,0.8,0.6666666666666666,1.0,0.8333333333333334,1
8,008.04.jpg,0.74,0.29,0.55,0.2,0.0,1.0,1.0,1.0,1.0,1.0,0.8333333333333334,1.0,0.8333333333333334,1
8,008.05.jpg,0.73,0.14,0.47,0.8,0.1666666666666666,0.8,0.8333333333333334,0.8,0.8333333333333334,0.8,0.6666666666666666,0.8,0.8333333333333334,1
8,008.06.jpg,0.77,0.08,0.5,1.0,0.5,0.8,0.8333333333333334,0.8,0.6666666666666666,0.8,0.6666666666666666,1.0,0.8333333333333334,1
8,008.07.jpg,0.61,-0.13,0.49,0.2,0.3333333333333333,1.0,1.0,0.6,0.6666666666666666,0.6,0.5,1.0,0.8333333333333334,1
8,008.08.jpg,0.67,0.3,0.46,0.8,0.1666666666666666,0.6,0.6666666666666666,0.8,0.6666666666666666,0.6,0.5,0.6,0.6666666666666666,1
8,008.09.jpg,0.71,0.29,0.46,0.6,0.5,0.6,0.6666666666666666,0.6,0.6666666666666666,0.6,0.5,1.0,0.6666666666666666,1
8,008.10.jpg,0.67,0.28,0.43,0.2,0.1666666666666666,0.6,0.6666666666666666,0.8,0.5,0.6,0.5,1.0,0.8333333333333334,1
8,008.11.jpg,0.73,0.34,0.51,0.4,0.1666666666666666,0.6,0.6666666666666666,0.8,0.5,0.6,0.5,1.0,0.8333333333333334,1
8,008.12.jpg,0.67,0.21,0.45,1.0,0.3333333333333333,0.6,0.6666666666666666,0.8,0.6666666666666666,0.6,0.5,0.8,0.8333333333333334,1
8,008.13.jpg,0.62,-0.16,0.48,1.0,0.5,0.8,0.8333333333333334,0.8,0.8333333333333334,0.8,0.6666666666666666,0.8,0.6666666666666666,1
8,008.14.jpg,0.62,0.24,0.42,0.8,0.3333333333333333,1.0,1.0,0.8,0.8333333333333334,0.8,0.5,0.8,0.8333333333333334,1
8,008.15.jpg,0.72,0.28,0.49,0.4,0.1666666666666666,0.8,0.8333333333333334,0.8,0.8333333333333334,0.8,0.6666666666666666,1.0,1.0,1
8,008.16.jpg,0.65,0.05,0.55,0.8,0.0,0.8,0.8333333333333334,1.0,0.8333333333333334,0.8,0.6666666666666666,1.0,0.6666666666666666,1
8,008.17.jpg,0.68,0.31,0.53,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.8333333333333334,1.0,0.8333333333333334,1
8,008.18.jpg,0.69,0.19,0.5,0.4,0.0,0.8,0.8333333333333334,0.8,0.6666666666666666,0.8,0.6666666666666666,1.0,0.8333333333333334,1
8,008.19.jpg,0.71,-0.07,0.51,1.0,0.5,0.8,0.8333333333333334,0.8,0.8333333333333334,0.8,0.6666666666666666,0.8,0.6666666666666666,1
8,008.20.jpg,0.68,0.0,0.5,1.0,0.3333333333333333,0.8,0.8333333333333334,0.8,0.6666666666666666,0.8,0.5,0.8,0.6666666666666666,1
8,008.21.jpg,0.59,-0.21,0.44,0.6,0.1666666666666666,0.8,0.8333333333333334,0.8,0.8333333333333334,0.8,0.6666666666666666,0.8,1.0,2
8,008.22.jpg,0.53,-0.11,0.47,0.0,0.1666666666666666,0.8,0.8333333333333334,0.4,0.5,0.4,0.3333333333333333,0.8,0.6666666666666666,2
8,008.23.jpg,0.63,0.11,0.54,0.2,0.0,0.8,1.0,0.6,0.6666666666666666,0.4,0.3333333333333333,1.0,0.6666666666666666,2
8,008.24.jpg,0.56,0.29,0.43,0.0,0.0,1.0,1.0,0.4,0.3333333333333333,0.2,0.3333333333333333,0.4,0.5,2
8,008.25.jpg,0.74,0.09,0.42,0.4,0.0,0.8,0.8333333333333334,0.8,0.6666666666666666,0.8,0.6666666666666666,1.0,0.6666666666666666,2
8,008.26.jpg,0.75,0.2,0.53,0.2,0.0,0.6,0.6666666666666666,0.8,0.8333333333333334,0.6,0.5,0.8,0.8333333333333334,2
8,008.27.jpg,0.67,-0.07,0.51,0.4,0.3333333333333333,0.6,0.6666666666666666,0.6,0.5,0.6,0.5,0.8,1.0,2
8,008.28.jpg,0.69,-0.05,0.48,0.6,0.1666666666666666,0.6,0.6666666666666666,0.6,0.5,0.6,0.5,0.8,0.8333333333333334,2
8,008.29.jpg,0.73,0.22,0.45,1.0,0.3333333333333333,0.6,0.6666666666666666,0.8,0.6666666666666666,0.6,0.5,1.0,1.0,2
8,008.30.jpg,0.68,0.13,0.44,1.0,0.3333333333333333,0.6,0.6666666666666666,0.8,0.6666666666666666,0.6,0.5,0.8,0.6666666666666666,2
8,008.31.jpg,0.71,0.09,0.53,0.8,0.1666666666666666,0.6,0.6666666666666666,0.6,0.5,0.2,0.3333333333333333,1.0,0.8333333333333334,2
8,008.32.jpg,0.7,0.11,0.47,0.4,0.3333333333333333,0.6,0.6666666666666666,0.6,0.5,0.6,0.5,1.0,0.8333333333333334,2
8,008.33.jpg,0.7,0.25,0.48,0.8,0.3333333333333333,0.6,0.6666666666666666,0.6,0.5,0.6,0.5,1.0,0.8333333333333334,2
8,008.34.jpg,0.55,-0.2,0.34,0.2,0.1666666666666666,0.4,0.5,0.2,0.1666666666666666,0.2,0.1666666666666666,0.6,0.5,3
8,008.35.jpg,0.54,-0.4,0.38,0.4,0.6666666666666666,0.4,0.5,0.2,0.1666666666666666,0.2,0.1666666666666666,0.6,0.5,3
8,008.36.jpg,0.49,-0.14,0.39,0.0,0.1666666666666666,0.4,0.5,0.2,0.1666666666666666,0.2,0.1666666666666666,0.4,0.3333333333333333,3
8,008.37.jpg,0.54,-0.28,0.38,0.0,0.0,0.6,0.6666666666666666,0.2,0.1666666666666666,0.2,0.1666666666666666,0.4,0.3333333333333333,3
8,008.38.jpg,0.53,-0.09,0.37,0.4,0.1666666666666666,0.6,0.6666666666666666,0.2,0.3333333333333333,0.2,0.1666666666666666,0.4,0.5,3
8,008.39.jpg,0.25,-0.34,0.3,0.8,0.5,0.2,0.1666666666666666,0.0,0.0,0.0,0.0,0.2,0.1666666666666666,3
8,008.40.jpg,0.23,-0.54,0.28,0.2,0.1666666666666666,0.2,0.1666666666666666,0.0,0.1666666666666666,0.0,0.0,0.4,0.1666666666666666,3
8,008.41.jpg,0.28,0.11,0.24,0.6,0.0,0.2,0.1666666666666666,0.0,0.1666666666666666,0.0,0.0,0.2,0.1666666666666666,3
8,008.42.jpg,0.27,0.01,0.24,0.6,0.3333333333333333,0.2,0.1666666666666666,0.2,0.1666666666666666,0.0,0.1666666666666666,0.4,0.1666666666666666,3
