id,question_id,vqa_answer,mc_answer,correct
0,5,There is no toy on the Christmas tree in the image. Instead there is a teddy bear sitting next to the tree.</s>,teddy bear,1
0,0,Yes</s>,yes,1
0,1,A Christmas tree</s>,Christmas tree,1
0,2,Yes there are lights on the Christmas tree.</s>,yes,1
0,3,Ornaments</s>,ornaments,0
0,4,Yes</s>,yes,1
0,5,A teddy bear is on the Christmas tree.</s>,teddy bear,1
0,0,Yes</s>,yes,1
0,1,A pine tree</s>,pine tree,0
0,2,No</s>,no,0
0,3,Snow</s>,garlands,0
0,4,No</s>,no,0
0,5,There is no toy on the Christmas tree. The tree is covered in snow and ice.</s>,teddy bear,1
0,0,Yes</s>,yes,1
0,1,A pine tree B. Spruce tree C. Fir tree</s>,pine tree,0
0,2,No</s>,no,0
0,3,Balls ornaments and tinsel are on the Christmas tree.</s>,ornaments,0
0,4,No</s>,no,0
0,5,There are no toys on the Christmas tree. The tree is decorated with ornaments including red and silver balls and it is a pine tree.</s>,teddy bear,1
0,0,Yes</s>,yes,1
0,1,A pine tree B fir tree C evergreen tree D deciduous tree</s>,pine tree,0
0,2,Yes</s>,yes,1
0,3,Ornaments</s>,ornaments,0
0,4,No</s>,no,0
0,5,There is no toy on the Christmas tree. The tree is decorated with ornaments.</s>,teddy bear,1
1,0,Yes</s>,yes,1
1,1,Yes</s>,yes,1
1,2,The planes are parked behind a building which has a glass wall.</s>,wall of windows,1
1,3,Yes</s>,yes,1
1,4,Yes</s>,yes,1
1,0,Yes</s>,yes,1
1,1,No there is no wall of windows in the image. The image features a group of airplanes parked on a runway.</s>,no,0
1,2,The planes are parked on a runway which is a paved area specifically designed for aircraft to take off and land. The runway is surrounded by grass providing a natural buffer between the airport and the surrounding environment.</s>,concrete wall,0
1,3,Yes</s>,yes,1
1,4,No</s>,no,0
1,0,Yes</s>,yes,1
1,1,No</s>,no,0
1,2,The planes are sitting on top of a dirt field.</s>,concrete wall,0
1,3,Yes</s>,yes,1
1,4,No</s>,no,0
1,0,Yes</s>,yes,1
1,1,No</s>,no,0
1,2,The planes are sitting on a grey background which could be a concrete surface or a grey sky.</s>,concrete wall,0
1,3,Yes</s>,yes,1
1,4,No</s>,no,0
1,0,Yes</s>,yes,1
1,1,No there is no wall of windows in the image. The image shows a large number of airplanes parked on the ground with some of them having their wings extended.</s>,no,0
1,2,The planes are sitting on a runway.</s>,concrete wall,0
1,3,yes</s>,yes,1
1,4,No the wall of windows is small.</s>,no,0
1,0,Yes</s>,yes,1
1,1,No</s>,no,0
1,2,A bush</s>,brick wall,0
1,3,Yes</s>,yes,1
1,4,No</s>,no,0
1,0,No</s>,no,0
1,1,Yes</s>,yes,1
1,2,The planes are behind a building.</s>,wall of windows,1
1,3,No</s>,no,0
1,4,Yes</s>,yes,1
1,0,No</s>,no,0
1,1,Yes</s>,yes,1
1,2,The planes are behind the windows.</s>,wall of windows,1
1,3,No</s>,no,0
1,4,yes</s>,yes,1
1,0,No</s>,no,0
1,1,Yes</s>,yes,1
1,2,The planes are behind the building.</s>,wall of windows,1
1,3,No</s>,no,0
1,4,Yes</s>,yes,1
1,0,No</s>,no,0
1,1,Yes</s>,yes,1
1,2,The planes are behind the buildings.</s>,wall of windows,1
1,3,No</s>,no,0
1,4,Yes</s>,yes,1
1,0,No</s>,no,0
1,1,Yes</s>,yes,1
1,2,There are no planes in the image. The image shows a large room with many windows and there is a reflection of trees visible in the windows.</s>,wall of windows,1
1,3,No</s>,no,0
1,4,Yes</s>,yes,1
2,0,Yes</s>,yes,1
2,1,A bear</s>,bear,1
2,2,Yes</s>,yes,1
2,3,The image shows a brown bear walking through a forest filled with tall trees and green vegetation. This environment is a natural habitat for bears providing them with shelter food and space to roam. The presence of the bear in this setting indicates that it is a healthy ecosystem where the bear can thrive and contribute to the balance of the forest ecosystem.</s>,forest,1
2,4,Yes</s>,yes,1
2,5,Yes</s>,yes,1
2,6,No the bear is not brown. It is a large black bear.</s>,no,0
2,7,The bear is brown.</s>,brown,1
2,0,Yes</s>,yes,1
2,1,A bear</s>,bear,1
2,2,yes</s>,yes,1
2,3,This is a forest environment with a snow-covered ground and trees surrounding the area.</s>,forest,1
2,4,yes</s>,yes,1
2,5,Yes</s>,yes,1
2,6,Yes</s>,yes,1
2,7,The bear is brown.</s>,brown,1
2,0,Yes</s>,yes,1
2,1,A bear</s>,bear,1
2,2,Yes</s>,yes,1
2,3,This is a forest environment with a large brown bear walking through the woods. The bear is surrounded by trees and the area appears to be covered in greenery indicating a lush and thriving natural habitat.</s>,forest,1
2,4,Yes</s>,yes,1
2,5,Yes</s>,yes,1
2,6,Yes</s>,yes,1
2,7,The bear is brown.</s>,brown,1
2,0,Yes</s>,yes,1
2,1,A bear.</s>,bear,1
2,2,Yes</s>,yes,1
2,3,The image depicts a bear in a forest environment surrounded by trees and vegetation. The bear is walking through the woods possibly in search of food or exploring its territory. The presence of trees and vegetation suggests that the bear is in a natural habitat which provides it with shelter food sources and opportunities for social interactions with other bears. The forest environment is typical for bears as it offers a suitable habitat for them to thrive and maintain their natural behaviors.</s>,forest,1
2,4,Yes</s>,yes,1
2,5,Yes</s>,yes,1
2,6,Yes</s>,yes,1
2,7,The bear is brown.</s>,brown,1
2,0,Yes</s>,yes,1
2,1,A bear.</s>,bear,1
2,2,Yes</s>,yes,1
2,3,The image depicts a forest environment with a large brown bear walking down a dirt path surrounded by trees. The bear is the main focus of the image and it appears to be in a natural habitat possibly in the woods or a forest. The presence of trees and the dirt path suggest that this is a location where wildlife can thrive and roam freely.</s>,forest,1
2,4,Yes</s>,yes,1
2,5,Yes</s>,yes,1
2,6,Yes</s>,yes,1
2,7,The bear is brown.</s>,brown,1
2,0,Yes</s>,yes,1
2,1,A bear</s>,bear,1
2,2,yes</s>,yes,1
2,3,This is a forest environment with a brown bear walking through the woods.</s>,forest,1
2,4,yes</s>,yes,1
2,5,yes</s>,yes,1
2,6,Yes</s>,yes,1
2,7,The bear is brown.</s>,brown,1
2,0,Yes</s>,yes,1
2,1,A bear</s>,bear,1
2,2,Yes</s>,yes,1
2,3,This is a forest environment with a snow-covered ground and trees surrounding the bear.</s>,forest,1
2,4,Yes</s>,yes,1
2,5,Yes</s>,yes,1
2,6,Yes</s>,yes,1
2,7,The bear is brown.</s>,brown,1
2,0,Yes</s>,yes,1
2,1,A bear.</s>,bear,1
2,2,Yes</s>,yes,1
2,3,This is a forest environment with a large brown bear standing among the trees and bushes.</s>,forest,1
2,4,Yes</s>,yes,1
2,5,No the bear is standing in the woods.</s>,no,0
2,6,Yes</s>,yes,1
2,7,The bear is brown.</s>,brown,1
2,0,Yes</s>,yes,1
2,1,A bear is walking across the forest.</s>,bear,1
2,2,Yes</s>,yes,1
2,3,The image depicts a forest environment with a large brown bear standing in the woods. The bear is surrounded by trees and green vegetation indicating a natural habitat for the animal. The presence of the bear suggests that the forest is home to various wildlife species and the lush greenery indicates a healthy and thriving ecosystem.</s>,forest,1
2,4,Yes</s>,yes,1
2,5,No the bear is not walking. It is standing in the woods.</s>,no,0
2,6,Yes</s>,yes,1
2,7,The bear is brown.</s>,brown,1
2,0,Yes</s>,yes,1
2,1,A bear</s>,bear,1
2,2,Yes</s>,yes,1
2,3,This is a forest environment with a large brown bear walking through the woods.</s>,forest,1
2,4,Yes</s>,yes,1
2,5,Yes</s>,yes,1
2,6,Yes</s>,yes,1
2,7,The bear is brown.</s>,brown,1
2,0,Yes</s>,yes,1
2,1,A bear.</s>,bear,1
2,2,Yes</s>,yes,1
2,3,This is a forest environment with a large brown bear walking through a wooded area.</s>,forest,1
2,4,Yes</s>,yes,1
2,5,No the bear is not walking. It is standing in the woods.</s>,no,0
2,6,Yes</s>,yes,1
2,7,The bear is brown.</s>,brown,1
2,0,No</s>,no,0
2,1,There is no animal walking across the forest in the image. The image features a forest with tall trees and a dirt path.</s>,deer,0
2,2,yes</s>,yes,1
2,3,A forest B desert C grassland D swamp  A</s>,desert,0
2,4,yes</s>,yes,1
2,5,No</s>,no,0
2,6,No</s>,no,0
2,7,There is no bear in the image.</s>,white,0
2,0,No</s>,no,0
2,1,There is no animal walking across the forest in the image. The image shows a forest with tall trees and sunlight shining through the trees.</s>,deer,0
2,2,yes</s>,yes,1
2,3,A forest B desert C swamp D grassland  A</s>,desert,0
2,4,Yes</s>,yes,1
2,5,No</s>,no,0
2,6,No</s>,no,0
2,7,There is no bear in the image. The image depicts a forest with tall trees and sunlight shining through.</s>,white,0
2,0,No</s>,no,0
2,1,There is no animal walking across the forest in the image. The image shows a forest with tall trees and green foliage.</s>,deer,0
2,2,Yes</s>,yes,1
2,3,A forest B jungle C desert D swamp  A</s>,desert,0
2,4,Yes</s>,yes,1
2,5,No</s>,no,0
2,6,No</s>,no,0
2,7,There is no bear in the image. The image shows a forest with tall trees and green foliage.</s>,brown,1
2,0,No</s>,no,0
2,1,There is no animal walking across the forest in the image. The image shows a forest with trees and green foliage.</s>,deer,0
2,2,Yes</s>,yes,1
2,3,A forest B swamp C desert D mountain  A</s>,desert,0
2,4,Yes</s>,yes,1
2,5,No</s>,no,0
2,6,No</s>,no,0
2,7,There is no bear in the image. The image features a forest with tall trees and green plants.</s>,brown,1
2,0,No</s>,no,0
2,1,There is no animal walking across the forest in the image. The image shows a forest with trees and ferns but no animals are visible.</s>,deer,0
2,2,yes</s>,yes,1
2,3,This is a forest environment characterized by tall trees dense foliage and a dirt path. The trees are green and tall and the forest floor is covered in leaves and dirt. The presence of a dirt path suggests that the forest is accessible and possibly used by humans for recreational activities or as a natural habitat for wildlife. The overall atmosphere of the forest is serene and peaceful with the trees providing shade and a sense of seclusion from the surrounding environment.</s>,forest,1
2,4,Yes</s>,yes,1
2,5,No</s>,no,0
2,6,No</s>,no,0
2,7,There is no bear in the image. The image shows a forest with a lot of trees and green plants.</s>,brown,1
2,0,No</s>,no,0
2,1,There is no animal walking across the forest in the image. The image shows a forest with snow-covered ground and trees.</s>,deer,0
2,2,yes</s>,yes,1
2,3,This is a snowy forest environment with trees covered in snow and a foggy atmosphere.</s>,forest,1
2,4,Yes</s>,yes,1
2,5,No</s>,no,0
2,6,No</s>,no,0
2,7,There is no bear in the image.</s>,white,0
2,0,No</s>,no,0
2,1,There is no animal walking across the forest in the image. The image shows a forest with tall trees and foggy conditions.</s>,deer,0
2,2,yes</s>,yes,1
2,3,A forest B swamp C desert D mountain  A</s>,desert,0
2,4,Yes</s>,yes,1
2,5,No</s>,no,0
2,6,No</s>,no,0
2,7,There is no bear in the image. The image shows a forest with tall trees and fog.</s>,white,0
2,0,No</s>,no,0
2,1,There is no animal walking across the forest in the image. The image shows a forest with tall trees and a misty atmosphere.</s>,deer,0
2,2,yes</s>,yes,1
2,3,A forest B forest C forest D forest A forest</s>,forest,1
2,4,Yes</s>,yes,1
2,5,No</s>,no,0
2,6,No</s>,no,0
2,7,There is no bear in the image. The image features a forest with tall trees and a foggy atmosphere.</s>,brown,1
2,0,No</s>,no,0
2,1,There is no animal walking across the forest in the image. The image shows a foggy forest with trees and a path.</s>,deer,0
2,2,Yes</s>,yes,1
2,3,This is a forest environment with a dense forest of trees and a foggy atmosphere.</s>,forest,1
2,4,Yes</s>,yes,1
2,5,No</s>,no,0
2,6,No</s>,no,0
2,7,There is no bear in the image. The image shows a forest with trees and fog.</s>,white,0
2,0,No</s>,no,0
2,1,A person is walking across the forest.</s>,bear,1
2,2,Yes</s>,yes,1
2,3,This is a forest environment with a mix of evergreen and deciduous trees and a dirt path surrounded by trees. The forest appears to be dense and foggy creating a mysterious atmosphere.</s>,forest,1
2,4,Yes</s>,yes,1
2,5,No</s>,no,0
2,6,No</s>,no,0
2,7,There is no bear in the image.</s>,white,0
2,0,No</s>,no,0
2,1,There is no animal walking across the forest in the image. The image features a tree with many birds perched on its branches.</s>,deer,0
2,2,No</s>,no,0
2,3,This is an environment with a tree that has a lot of birds perched on its branches. The tree is surrounded by a forest and the birds are flying around it. The image is a black and white drawing which adds a sense of artistic expression to the scene. The presence of the tree and the birds suggests a natural and serene environment where the birds can find shelter and rest in the tree's branches.</s>,forest,1
2,4,Yes</s>,yes,1
2,5,0</s>,no,0
2,6,No</s>,no,0
2,7,There is no bear in the image. The image features a tree with birds flying around it.</s>,brown,1
3,0,Yes</s>,yes,1
3,1,Yes</s>,yes,1
3,2,Yes</s>,yes,1
3,3,The motorcycle is large.</s>,large,1
3,4,Yes</s>,yes,1
3,5,Outside</s>,outside,1
3,0,Yes</s>,yes,1
3,1,Yes</s>,yes,1
3,2,Yes</s>,yes,1
3,3,The motorcycle is large.</s>,large,1
3,4,Yes</s>,yes,1
3,5,Outside</s>,outside,1
3,0,Yes</s>,yes,1
3,1,Yes</s>,yes,1
3,2,Yes</s>,yes,1
3,3,The motorcycle is described as large and black in the image.</s>,large,1
3,4,Yes</s>,yes,1
3,5,Outside</s>,outside,1
3,0,Yes</s>,yes,1
3,1,Yes</s>,yes,1
3,2,Yes</s>,yes,1
3,3,The motorcycle is large as it is described as a "big motorcycle" and "large motorcycle."</s>,large,1
3,4,Yes</s>,yes,1
3,5,Outside</s>,outside,1
3,0,Yes</s>,yes,1
3,1,Yes</s>,yes,1
3,2,Yes</s>,yes,1
3,3,The motorcycle is a large size.</s>,large,1
3,4,Yes</s>,yes,1
3,5,Outside</s>,outside,1
3,0,Yes</s>,yes,1
3,1,Yes</s>,yes,1
3,2,Yes</s>,yes,1
3,3,The motorcycle is large.</s>,large,1
3,4,Yes</s>,yes,1
3,5,Outside</s>,outside,1
3,0,No</s>,no,0
3,1,Yes</s>,yes,1
3,2,No</s>,no,0
3,3,0</s>,small,0
3,4,No</s>,no,0
3,5,Outside</s>,outside,1
3,0,No</s>,no,0
3,1,Yes</s>,yes,1
3,2,0.02</s>,no,0
3,3,0</s>,small,0
3,4,Yes</s>,yes,1
3,5,Outside</s>,outside,1
3,0,No</s>,no,0
3,1,Yes</s>,yes,1
3,2,No</s>,no,0
3,3,The motorcycle is small in size.</s>,small,0
3,4,Yes</s>,yes,1
3,5,Outside</s>,outside,1
3,0,No</s>,no,0
3,1,Yes</s>,yes,1
3,2,No</s>,no,0
3,3,0</s>,small,0
3,4,No</s>,no,0
3,5,outside</s>,outside,1
3,0,No</s>,no,0
3,1,Yes</s>,yes,1
3,2,No</s>,no,0
3,3,0</s>,small,0
3,4,yes</s>,yes,1
3,5,Outside</s>,outside,1
4,0,Yes</s>,yes,1
4,1,A skateboarder is trying to pull off a trick.</s>,skateboarder,1
4,2,Yes</s>,yes,1
4,3,The skateboarder is attempting to perform a trick on the ramp which involves jumping and riding the skateboard in the air. The image captures the skateboarder in mid-air showcasing their skill and control over the skateboard.</s>,pull off a trick,1
4,4,Yes</s>,yes,1
4,0,Yes</s>,yes,1
4,1,A man is trying to pull off a trick on his skateboard.</s>,skateboarder,1
4,2,No</s>,no,0
4,3,The skateboarder is trying to perform a trick on the ramp which involves balancing on the edge of the ramp while riding the skateboard.</s>,pull off a trick,1
4,4,yes</s>,yes,1
4,0,Yes</s>,yes,1
4,1,A man is trying to pull off a trick on his skateboard.</s>,skateboarder,1
4,2,Yes</s>,yes,1
4,3,The skateboarder is trying to perform a trick on the ramp.</s>,pull off a trick,1
4,4,Yes</s>,yes,1
4,0,Yes</s>,yes,1
4,1,A man is trying to pull off a trick on a skateboard.</s>,skateboarder,1
4,2,Yes</s>,yes,1
4,3,The skateboarder is trying to perform a trick on the ramp which involves jumping and riding on the edge of the ramp.</s>,pull off a trick,1
4,4,Yes</s>,yes,1
4,0,Yes</s>,yes,1
4,1,A man is trying to pull off a trick on his skateboard.</s>,skateboarder,1
4,2,No</s>,no,0
4,3,The skateboarder is trying to perform a trick on the ramp which involves jumping and balancing on the skateboard.</s>,pull off a trick,1
4,4,Yes</s>,yes,1
4,0,Yes</s>,yes,1
4,1,A young man is trying to pull off a trick on his skateboard.</s>,skateboarder,1
4,2,No</s>,no,0
4,3,The skateboarder is trying to perform a trick on the ramp.</s>,pull off a trick,1
4,4,Yes</s>,yes,1
4,0,Yes</s>,yes,1
4,1,A man is trying to pull off a trick on his skateboard.</s>,skateboarder,1
4,2,No there is no ramp in the image. The skateboarder is performing a trick in the air without a ramp.</s>,no,0
4,3,The skateboarder is trying to perform a trick on the ramp which involves jumping into the air and flipping the skateboard.</s>,pull off a trick,1
4,4,Yes</s>,yes,1
4,0,Yes</s>,yes,1
4,1,A man in a red shirt is trying to pull off a trick on his skateboard.</s>,skateboarder,1
4,2,No</s>,no,0
4,3,The skateboarder is attempting to perform a trick on the ramp which involves jumping and balancing on the skateboard while in the air.</s>,pull off a trick,1
4,4,Yes</s>,yes,1
4,0,Yes</s>,yes,1
4,1,A man is trying to pull off a trick on his skateboard.</s>,skateboarder,1
4,2,No</s>,no,0
4,3,The skateboarder is attempting to perform a trick on the ramp which involves jumping into the air while riding the skateboard. This requires skill balance and timing to execute successfully. The skateboarder is likely trying to show off their abilities or challenge themselves by attempting a difficult maneuver.</s>,jump over,0
4,4,Yes</s>,yes,1
4,0,Yes</s>,yes,1
4,1,A man in a red shirt is trying to pull off a trick on a skateboard.</s>,skateboarder,1
4,2,Yes</s>,yes,1
4,3,The skateboarder is trying to perform a trick on the ramp.</s>,pull off a trick,1
4,4,Yes</s>,yes,1
4,0,No</s>,no,0
4,1,A person on a motorcycle is trying to pull off a trick.</s>,cyclist,0
4,2,Yes</s>,yes,1
4,3,The skateboarder is attempting to perform a trick on the ramp which involves jumping over the ramp and getting some air. They are in mid-air showcasing their skill and control over the skateboard. The trick requires balance timing and precision to successfully execute and land safely.</s>,jump over,0
4,4,No</s>,no,0
4,0,No</s>,no,0
4,1,A person is trying to pull off a trick on a dirt bike.</s>,cyclist,0
4,2,Yes</s>,yes,1
4,3,The skateboarder is attempting to perform a trick on the ramp which involves jumping high into the air while riding the skateboard.</s>,pull off a trick,1
4,4,No</s>,no,0
4,0,No</s>,no,0
4,1,A man on a bicycle is trying to pull off a trick.</s>,cyclist,0
4,2,Yes</s>,yes,1
4,3,The skateboarder is trying to perform a trick on the ramp which involves jumping high into the air while riding the skateboard. The skateboarder is in mid-air showcasing their skill and control over the skateboard. This action requires a combination of balance timing and coordination to execute successfully and land safely back on the ramp.</s>,jump over,0
4,4,Yes</s>,yes,1
4,0,No</s>,no,0
4,1,A person on a bicycle</s>,cyclist,0
4,2,Yes</s>,yes,1
4,3,The skateboarder is attempting to perform a trick on the ramp which involves jumping into the air and flipping the skateboard while in mid-air. This requires skill balance and timing to execute successfully. The image captures the skateboarder in the middle of the jump showcasing the impressive height and control they have achieved during the trick.</s>,pull off a trick,1
4,4,No</s>,no,0
5,0,Yes</s>,yes,1
5,1,The woman in the white shirt is showing the scooter to the woman in the black dress.</s>,woman,1
5,2,Yes</s>,yes,1
5,3,A scooter</s>,scooter,1
5,4,Yes the woman is showing a scooter.</s>,yes,1
5,0,Yes</s>,yes,1
5,1,The woman in the yellow shirt is showing the scooter.</s>,woman,1
5,2,Yes</s>,yes,1
5,3,A scooter B motorcycle C car  A scooter</s>,scooter,1
5,4,yes</s>,yes,1
5,0,Yes</s>,yes,1
5,1,The woman in the black shirt is showing the scooter to the other woman.</s>,woman,1
5,2,Yes</s>,yes,1
5,3,A red scooter</s>,scooter,1
5,4,Yes</s>,yes,1
5,0,Yes</s>,yes,1
5,1,the woman</s>,woman,1
5,2,Yes</s>,yes,1
5,3,A scooter B motorcycle C bicycle D car  A scooter</s>,scooter,1
5,4,Yes</s>,yes,1
5,0,Yes</s>,yes,1
5,1,The woman in the yellow dress is showing the scooter.</s>,woman,1
5,2,Yes</s>,yes,1
5,3,A scooter B motorcycle C car D bicycle</s>,scooter,1
5,4,Yes</s>,yes,1
5,0,Yes</s>,yes,1
5,1,No one is showing a scooter in the image. The image is a black and white photo of two women sitting at a table with a plate of watermelon.</s>,woman,1
5,2,No</s>,no,0
5,3,There is no vehicle in the image. The image shows two women sitting at a table with a plate of watermelon.</s>,car,0
5,4,No</s>,no,0
5,0,yes</s>,yes,1
5,1,woman</s>,woman,1
5,2,No</s>,no,0
5,3,There is no vehicle being shown in the image. The image features two women standing outside with one of them holding a large watermelon.</s>,car,0
5,4,No</s>,no,0
5,0,Yes</s>,yes,1
5,1,The woman in the blue shirt is showing the scooter to the other woman.</s>,woman,1
5,2,No</s>,no,0
5,3,There is no vehicle being shown in the image. The image shows two women sitting at a table with a large slice of watermelon.</s>,car,0
5,4,No</s>,no,0
5,0,Yes</s>,yes,1
5,1,No one is showing a scooter in the image. The image shows two women holding watermelon slices and a whole watermelon.</s>,woman,1
5,2,No</s>,no,0
5,3,There is no vehicle being shown in the image. The image features two women holding watermelon slices.</s>,car,0
5,4,no</s>,no,0
5,0,Yes</s>,yes,1
5,1,The woman in the white shirt is showing the scooter to the other woman.</s>,woman,1
5,2,No</s>,no,0
5,3,There is no vehicle being shown in the image. The image features a woman holding a slice of watermelon and another woman holding a plate with a slice of watermelon.</s>,car,0
5,4,No</s>,no,0
5,0,Yes</s>,yes,1
5,1,The woman is showing the scooter.</s>,woman,1
5,2,Yes</s>,yes,1
5,3,A scooter</s>,scooter,1
5,4,Yes</s>,yes,1
5,0,Yes</s>,yes,1
5,1,The girl is showing the scooter.</s>,girl,0
5,2,Yes</s>,yes,1
5,3,A scooter</s>,scooter,1
5,4,yes</s>,yes,1
5,0,Yes</s>,yes,1
5,1,The woman is showing the scooter.</s>,woman,1
5,2,Yes</s>,yes,1
5,3,A scooter</s>,scooter,1
5,4,yes</s>,yes,1
5,0,Yes</s>,yes,1
5,1,woman</s>,woman,1
5,2,Yes</s>,yes,1
5,3,A scooter</s>,scooter,1
5,4,yes</s>,yes,1
5,0,Yes</s>,yes,1
5,1,The girl is showing the scooter.</s>,girl,0
5,2,Yes</s>,yes,1
5,3,A scooter B motorcycle C car D bicycle</s>,scooter,1
5,4,yes</s>,yes,1
5,0,Yes</s>,yes,1
5,1,The image does not show a person showing a scooter. It shows a woman with a watermelon on her face.</s>,woman,1
5,2,No</s>,no,0
5,3,There is no vehicle being shown in the image. The image features a woman with a slice of watermelon on her face.</s>,car,0
5,4,No</s>,no,0
5,0,Yes</s>,yes,1
5,1,The woman is showing the watermelon slice.</s>,woman,1
5,2,No</s>,no,0
5,3,There is no vehicle being shown in the image. The image features a woman holding a slice of watermelon.</s>,car,0
5,4,no</s>,no,0
5,0,Yes</s>,yes,1
5,1,The woman is showing the scooter.</s>,woman,1
5,2,No</s>,no,0
5,3,There is no vehicle being shown in the image. The image features a woman holding a slice of watermelon.</s>,car,0
5,4,No</s>,no,0
5,0,yes</s>,yes,1
5,1,The image does not show a scooter. It shows a woman holding a large slice of watermelon.</s>,woman,1
5,2,no</s>,no,0
5,3,There is no vehicle being shown in the image. The image features a woman holding a large slice of watermelon.</s>,car,0
5,4,No</s>,no,0
5,0,Yes</s>,yes,1
5,1,The woman is showing the watermelon.</s>,woman,1
5,2,No</s>,no,0
5,3,There is no vehicle being shown in the image. The image features a woman holding a large watermelon.</s>,car,0
5,4,No</s>,no,0
5,0,Yes</s>,yes,1
5,1,No one is showing a scooter in the image. The image features a woman holding a slice of watermelon.</s>,woman,1
5,2,No</s>,no,0
5,3,There is no vehicle being shown in the image. The image features a woman holding a large slice of watermelon.</s>,car,0
5,4,No</s>,no,0
5,0,Yes</s>,yes,1
5,1,The woman is showing the scooter.</s>,woman,1
5,2,No</s>,no,0
5,3,There is no vehicle being shown in the image. The image features a woman holding a slice of watermelon.</s>,car,0
5,4,No</s>,no,0
5,0,Yes</s>,yes,1
5,1,The girl is showing the watermelon.</s>,girl,0
5,2,No</s>,no,0
5,3,There is no vehicle being shown in the image. The image features a woman holding a large watermelon.</s>,car,0
5,4,No</s>,no,0
5,0,No</s>,no,0
5,1,No one is showing a scooter. The image is of a slice of watermelon on a plate with a fork.</s>,man,0
5,2,no</s>,no,0
5,3,There is no vehicle being shown in the image. The image features a slice of watermelon on a plate with a fork.</s>,car,0
5,4,No</s>,no,0
5,0,No</s>,no,0
5,1,No one is showing a scooter in the image. The image features a slice of watermelon on a table.</s>,girl,0
5,2,No</s>,no,0
5,3,There is no vehicle being shown in the image. The image features a slice of watermelon on a table.</s>,car,0
5,4,No</s>,no,0
5,0,No</s>,no,0
5,1,No one is showing a scooter in the image. The image features a slice of watermelon on a wooden table.</s>,girl,0
5,2,No</s>,no,0
5,3,There is no vehicle being shown in the image. The image features a slice of watermelon on a wooden table.</s>,car,0
5,4,No</s>,no,0
5,0,No</s>,no,0
5,1,No one is showing the scooter. The image is of a slice of watermelon on a table.</s>,woman,1
5,2,No</s>,no,0
5,3,There is no vehicle being shown in the image. The image features a slice of watermelon sitting on a wooden table.</s>,car,0
5,4,No</s>,no,0
5,0,No</s>,no,0
5,1,no one</s>,woman,1
5,2,No</s>,no,0
5,3,There is no vehicle being shown in the image. The image shows a slice of watermelon.</s>,car,0
5,4,No</s>,no,0
5,0,No</s>,no,0
5,1,The scooter is parked in front of a wall.</s>,girl,0
5,2,Yes</s>,yes,1
5,3,A scooter</s>,scooter,1
5,4,No</s>,no,0
5,0,No</s>,no,0
5,1,The scooter is parked on the sidewalk.</s>,girl,0
5,2,Yes</s>,yes,1
5,3,A scooter B motorcycle C bicycle D car  A scooter</s>,scooter,1
5,4,No</s>,no,0
5,0,Yes</s>,yes,1
5,1,The person is showing the scooter to someone else.</s>,girl,0
5,2,Yes</s>,yes,1
5,3,A scooter</s>,scooter,1
5,4,Yes</s>,yes,1
