id,question_id,vqa_answer,mc_answer,correct
1,1,Yes there is a wall of windows on the building.</s>,yes,1
1,2,No</s>,no,0
1,3,Yes</s>,yes,1
1,0,No</s>,no,0
1,1,Yes</s>,yes,1
1,2,No</s>,no,0
1,3,No</s>,no,0
1,0,No</s>,no,0
1,1,Yes there is a wall of windows.</s>,yes,1
1,2,No</s>,no,0
1,3,Yes</s>,yes,1
2,0,Yes</s>,yes,1
2,1,Yes</s>,yes,1
2,2,Yes</s>,yes,1
2,3,Yes</s>,yes,1
2,4,Yes</s>,yes,1
2,5,Yes</s>,yes,1
2,0,Yes</s>,yes,1
2,1,Yes</s>,yes,1
2,2,Yes</s>,yes,1
2,3,Yes the bear is walking through the woods.</s>,yes,1
2,4,Yes</s>,yes,1
2,5,Yes</s>,yes,1
2,0,Yes there is a brown bear in the image.</s>,yes,1
2,1,Yes</s>,yes,1
2,2,Yes</s>,yes,1
2,3,Yes the bear is walking through the woods.</s>,yes,1
2,4,Yes</s>,yes,1
2,5,Yes</s>,yes,1
2,0,Yes there is a brown bear in the image.</s>,yes,1
2,1,Yes</s>,yes,1
2,2,Yes</s>,yes,1
2,3,Yes the bear is walking through the forest.</s>,yes,1
2,4,Yes</s>,yes,1
2,5,Yes the trees are surrounding the bear and the bear is walking through the forest.</s>,yes,1
2,0,Yes</s>,yes,1
2,1,Yes</s>,yes,1
2,2,Yes</s>,yes,1
2,3,Yes</s>,yes,1
2,4,Yes</s>,yes,1
2,5,Yes</s>,yes,1
2,0,Yes there is a brown bear in the image.</s>,yes,1
2,1,Yes</s>,yes,1
2,2,Yes</s>,yes,1
2,3,Yes</s>,yes,1
2,4,Yes</s>,yes,1
2,5,Yes</s>,yes,1
2,0,Yes there is a brown bear in the image.</s>,yes,1
2,1,Yes</s>,yes,1
2,2,Yes</s>,yes,1
2,3,Yes the bear is walking through the snowy forest.</s>,yes,1
2,4,Yes the bear is walking across the forest surrounded by trees.</s>,yes,1
2,5,Yes</s>,yes,1
2,0,Yes there is a brown bear in the image.</s>,yes,1
2,1,Yes</s>,yes,1
2,2,Yes</s>,yes,1
2,3,Yes</s>,yes,1
2,4,Yes the bear is walking across the forest surrounded by trees and greenery.</s>,yes,1
2,5,Yes the trees are surrounding the bear with some of them being large and tall.</s>,yes,1
2,0,Yes</s>,yes,1
2,1,Yes</s>,yes,1
2,2,Yes</s>,yes,1
2,3,No the bear is standing still in the woods.</s>,no,0
2,4,No the bear is standing in the forest not walking.</s>,no,0
2,5,Yes</s>,yes,1
2,0,Yes</s>,yes,1
2,1,Yes</s>,yes,1
2,2,Yes</s>,yes,1
2,3,Yes the bear is walking through the woods.</s>,yes,1
2,4,Yes</s>,yes,1
2,5,Yes the trees are surrounding the bear creating a forest-like environment.</s>,yes,1
2,0,Yes</s>,yes,1
2,1,Yes</s>,yes,1
2,2,Yes</s>,yes,1
2,3,No the bear is standing still in the woods.</s>,no,0
2,4,No the bear is standing in the forest not walking.</s>,no,0
2,5,Yes the trees are surrounding the bear creating a forest environment.</s>,yes,1
2,0,No</s>,no,0
2,1,Yes</s>,yes,1
2,2,Yes</s>,yes,1
2,3,No</s>,no,0
2,4,No there is no bear in the image. The image shows a forest with many trees.</s>,no,0
2,5,No</s>,no,0
2,0,No</s>,no,0
2,1,Yes</s>,yes,1
2,2,Yes</s>,yes,1
2,3,No</s>,no,0
2,4,No there is no bear in the image. The image shows a forest with trees and sunlight.</s>,no,0
2,5,No</s>,no,0
2,0,No</s>,no,0
2,1,Yes</s>,yes,1
2,2,Yes</s>,yes,1
2,3,No</s>,no,0
2,4,No the bear is not walking across the forest. The image shows a forest with trees and green plants but there is no bear present.</s>,no,0
2,5,No the trees are not surrounding the bear. The bear is walking through a forest but the trees are not surrounding it.</s>,no,0
2,0,No</s>,no,0
2,1,Yes</s>,yes,1
2,2,Yes</s>,yes,1
2,3,No</s>,no,0
2,4,No the bear is not walking across the forest. The image shows a forest with trees and a misty atmosphere but there is no bear in the scene.</s>,no,0
2,5,No the trees are not surrounding the bear. The bear is walking through the woods and the trees are in the background.</s>,no,0
2,0,No there is no brown bear in the image. The image shows a forest with tall trees and green plants.</s>,no,0
2,1,Yes</s>,yes,1
2,2,Yes</s>,yes,1
2,3,No</s>,no,0
2,4,No there is no bear in the image. The image shows a forest with tall trees and a dirt path.</s>,no,0
2,5,No the bear is not surrounded by trees. The image shows a bear walking through a forest but it is not surrounded by trees.</s>,no,0
2,0,No</s>,no,0
2,1,Yes there is a forest in the image.</s>,yes,1
2,2,Yes</s>,yes,1
2,3,No the bear is not walking. It is standing in the snow.</s>,no,0
2,4,No</s>,no,0
2,5,No the trees are not surrounding the bear. The bear is walking through the snowy forest and the trees are in the background.</s>,no,0
2,0,No there is no brown bear in the image. The image features a forest with tall trees and a foggy atmosphere.</s>,no,0
2,1,Yes</s>,yes,1
2,2,Yes</s>,yes,1
2,3,No</s>,no,0
2,4,No there is no bear in the image. The image shows a forest with tall trees and a foggy atmosphere.</s>,no,0
2,5,No</s>,no,0
2,0,No</s>,no,0
2,1,Yes there is a forest in the image.</s>,yes,1
2,2,Yes</s>,yes,1
2,3,No the bear is not walking. It is standing still in the forest.</s>,no,0
2,4,No there is no bear in the image. The image shows a forest with tall trees and a foggy atmosphere.</s>,no,0
2,5,No the trees are not surrounding the bear. The bear is standing in the middle of the forest surrounded by trees.</s>,no,0
2,0,No</s>,no,0
2,1,Yes there is a forest in the image.</s>,yes,1
2,2,Yes</s>,yes,1
2,3,No</s>,no,0
2,4,No there is no bear in the image. The image shows a forest with trees and fog.</s>,no,0
2,5,No the trees are not surrounding the bear. The bear is walking through the forest and the trees are in the background.</s>,no,0
2,0,No there is no brown bear in the image.</s>,no,0
2,1,Yes</s>,yes,1
2,2,Yes</s>,yes,1
2,3,Yes</s>,yes,1
2,4,Yes the bear is walking across the forest moving through the trees.</s>,yes,1
2,5,No the bear is not surrounded by trees. The image shows a bear walking through a forest but it is not surrounded by trees.</s>,no,0
2,0,No</s>,no,0
2,1,No</s>,no,0
2,2,Yes</s>,yes,1
2,3,No the bear is not walking. It is sitting in the tree.</s>,no,0
2,4,No</s>,no,0
2,5,No</s>,no,0
3,0,Yes there is a motorcycle in the image.</s>,yes,1
3,1,Yes the motorcycle is large and black.</s>,yes,1
3,2,Yes</s>,yes,1
3,3,Yes</s>,yes,1
3,0,Yes there is a motorcycle in the image.</s>,yes,1
3,1,Yes</s>,yes,1
3,2,No the motorcycle is parked.</s>,no,0
3,3,Yes</s>,yes,1
3,0,Yes there is a motorcycle in the image.</s>,yes,1
3,1,Yes</s>,yes,1
3,2,No the motorcycle is parked on the street.</s>,no,0
3,3,Yes</s>,yes,1
3,0,Yes</s>,yes,1
3,1,Yes</s>,yes,1
3,2,Yes</s>,yes,1
3,3,Yes</s>,yes,1
3,0,Yes</s>,yes,1
3,1,Yes</s>,yes,1
3,2,Yes</s>,yes,1
3,3,Yes</s>,yes,1
3,0,Yes</s>,yes,1
3,1,Yes</s>,yes,1
3,2,Yes</s>,yes,1
3,3,Yes</s>,yes,1
3,0,No</s>,no,0
3,1,No</s>,no,0
3,2,No</s>,no,0
3,3,Yes the motorcycle is parked outside of the building.</s>,yes,1
3,0,No</s>,no,0
3,1,No</s>,no,0
3,2,No</s>,no,0
3,3,No</s>,no,0
3,0,No</s>,no,0
3,1,No</s>,no,0
3,2,No</s>,no,0
3,3,Yes</s>,yes,1
3,0,No</s>,no,0
3,1,No</s>,no,0
3,2,No</s>,no,0
3,3,No</s>,no,0
3,0,No</s>,no,0
3,1,No</s>,no,0
3,2,No</s>,no,0
3,3,No</s>,no,0
4,0,Yes there is a male skateboarder in the image.</s>,yes,1
4,1,Yes there is a ramp in the image.</s>,yes,1
4,2,Yes the skateboarder is male.</s>,yes,1
4,3,Yes the skateboarder is attempting a trick on a ramp.</s>,yes,1
4,4,Yes</s>,yes,1
4,0,Yes</s>,yes,1
4,1,Yes there is a ramp in the image.</s>,yes,1
4,2,Yes</s>,yes,1
4,3,Yes the skateboarder is attempting to pull off a trick by kicking the ball with his foot while riding the skateboard.</s>,yes,1
4,4,No the skateboarder is not on the ramp. He is on the ground performing a trick with his skateboard.</s>,no,0
4,0,Yes</s>,yes,1
4,1,No</s>,no,0
4,2,Yes</s>,yes,1
4,3,Yes the skateboarder is attempting to perform a trick as they are crouching down and riding the skateboard on the sidewalk.</s>,yes,1
4,4,No the skateboarder is not on the ramp. He is performing a trick on a sidewalk.</s>,no,0
4,0,Yes</s>,yes,1
4,1,Yes there is a ramp in the image.</s>,yes,1
4,2,Yes</s>,yes,1
4,3,Yes</s>,yes,1
4,4,Yes</s>,yes,1
4,0,Yes</s>,yes,1
4,1,No</s>,no,0
4,2,Yes</s>,yes,1
4,3,Yes</s>,yes,1
4,4,No the skateboarder is not on the ramp. He is performing a trick on a concrete surface.</s>,no,0
4,0,Yes</s>,yes,1
4,1,No</s>,no,0
4,2,Yes</s>,yes,1
4,3,Yes the skateboarder is trying to pull off a trick as they are riding the skateboard on the pavement and appear to be balancing on the edge of the skateboard.</s>,yes,1
4,4,No the skateboarder is not on the ramp. He is riding his skateboard on the ground.</s>,no,0
4,0,Yes there is a male skateboarder in the image.</s>,yes,1
4,1,No</s>,no,0
4,2,Yes the skateboarder is a male.</s>,yes,1
4,3,Yes</s>,yes,1
4,4,No the skateboarder is not on the ramp. He is in the air performing a trick while jumping off the ramp.</s>,no,0
4,0,Yes</s>,yes,1
4,1,No</s>,no,0
4,2,Yes</s>,yes,1
4,3,Yes the skateboarder is attempting to pull off a trick as they are in mid-air while riding the skateboard.</s>,yes,1
4,4,No</s>,no,0
4,0,Yes</s>,yes,1
4,1,No</s>,no,0
4,2,Yes</s>,yes,1
4,3,Yes the skateboarder is attempting to pull off a trick as they are in mid-air while riding the skateboard.</s>,yes,1
4,4,No the skateboarder is not on the ramp. He is in the air performing a trick.</s>,no,0
4,0,Yes</s>,yes,1
4,1,Yes</s>,yes,1
4,2,Yes</s>,yes,1
4,3,Yes the skateboarder is trying to pull off a trick as they are in the air while riding their skateboard.</s>,yes,1
4,4,Yes</s>,yes,1
4,0,No there is no male skateboarder in the image. The image features a male motorcyclist performing a trick.</s>,no,0
4,1,Yes there is a ramp in the image.</s>,yes,1
4,2,No</s>,no,0
4,3,Yes the skateboarder is attempting to pull off a trick by jumping over a ramp and flying through the air on their skateboard.</s>,yes,1
4,4,Yes</s>,yes,1
4,0,Yes there is a male skateboarder performing a trick in the air.</s>,yes,1
4,1,Yes</s>,yes,1
4,2,No the skateboarder is female.</s>,no,0
4,3,Yes the skateboarder is attempting to pull off a trick as they are in the air while riding their skateboard.</s>,yes,1
4,4,No the skateboarder is in the air having jumped off the ramp.</s>,no,0
4,0,Yes there is a male skateboarder in the image.</s>,yes,1
4,1,Yes there is a ramp in the image.</s>,yes,1
4,2,Yes</s>,yes,1
4,3,Yes</s>,yes,1
4,4,No the skateboarder is in the air performing a trick.</s>,no,0
4,0,Yes there is a male skateboarder in the image.</s>,yes,1
4,1,Yes</s>,yes,1
4,2,Yes the skateboarder is male.</s>,yes,1
4,3,Yes the skateboarder is attempting to pull off a trick as they are in the air above a ramp.</s>,yes,1
4,4,No the skateboarder is not on the ramp. They are in the air performing a trick while riding their skateboard.</s>,no,0
5,0,Yes</s>,yes,1
5,1,Yes</s>,yes,1
5,2,Yes the woman is showing something to the other woman while they are riding the scooter.</s>,yes,1
5,3,Yes the woman is showing the scooter to another woman while they are both riding it.</s>,yes,1
5,0,Yes</s>,yes,1
5,1,Yes</s>,yes,1
5,2,No the woman is not showing something. She is sitting on the back of a moped smiling and enjoying the ride.</s>,no,0
5,3,Yes the woman is showing the scooter to another woman who is sitting on the back of the scooter.</s>,yes,1
5,0,Yes</s>,yes,1
5,1,Yes</s>,yes,1
5,2,Yes</s>,yes,1
5,3,Yes the woman is showing the scooter to another woman and they are both standing on the street.</s>,yes,1
5,0,Yes</s>,yes,1
5,1,Yes</s>,yes,1
5,2,Yes</s>,yes,1
5,3,Yes</s>,yes,1
5,0,Yes</s>,yes,1
5,1,Yes</s>,yes,1
5,2,No</s>,no,0
5,3,Yes the woman is showing the scooter to another woman who is standing next to her.</s>,yes,1
5,0,Yes</s>,yes,1
5,1,No</s>,no,0
5,2,Yes</s>,yes,1
5,3,No</s>,no,0
5,0,Yes</s>,yes,1
5,1,No</s>,no,0
5,2,Yes</s>,yes,1
5,3,No</s>,no,0
5,0,Yes</s>,yes,1
5,1,No</s>,no,0
5,2,Yes</s>,yes,1
5,3,No</s>,no,0
5,0,Yes</s>,yes,1
5,1,No</s>,no,0
5,2,Yes</s>,yes,1
5,3,No</s>,no,0
5,0,Yes</s>,yes,1
5,1,No</s>,no,0
5,2,Yes</s>,yes,1
5,3,No</s>,no,0
5,0,Yes</s>,yes,1
5,1,Yes</s>,yes,1
5,2,Yes</s>,yes,1
5,3,No the woman is not showing the scooter to another woman. She is riding the scooter down the street.</s>,no,0
5,0,Yes</s>,yes,1
5,1,Yes</s>,yes,1
5,2,No</s>,no,0
5,3,No</s>,no,0
5,0,Yes</s>,yes,1
5,1,Yes</s>,yes,1
5,2,No</s>,no,0
5,3,No the woman is not showing the scooter to another woman. She is riding the scooter down the street.</s>,no,0
5,0,Yes</s>,yes,1
5,1,Yes</s>,yes,1
5,2,No</s>,no,0
5,3,No</s>,no,0
5,0,Yes</s>,yes,1
5,1,Yes</s>,yes,1
5,2,No</s>,no,0
5,3,No</s>,no,0
5,0,Yes</s>,yes,1
5,1,No</s>,no,0
5,2,Yes</s>,yes,1
5,3,No the woman is not showing a scooter to another woman. She is holding a slice of watermelon in front of her face.</s>,no,0
5,0,Yes</s>,yes,1
5,1,No</s>,no,0
5,2,Yes</s>,yes,1
5,3,No</s>,no,0
5,0,Yes</s>,yes,1
5,1,No</s>,no,0
5,2,Yes</s>,yes,1
5,3,No</s>,no,0
5,0,Yes</s>,yes,1
5,1,No</s>,no,0
5,2,Yes</s>,yes,1
5,3,No</s>,no,0
5,0,Yes</s>,yes,1
5,1,No</s>,no,0
5,2,Yes</s>,yes,1
5,3,No</s>,no,0
5,0,Yes</s>,yes,1
5,1,No</s>,no,0
5,2,Yes</s>,yes,1
5,3,No</s>,no,0
5,0,Yes</s>,yes,1
5,1,No</s>,no,0
5,2,Yes</s>,yes,1
5,3,No</s>,no,0
5,0,Yes</s>,yes,1
5,1,No</s>,no,0
5,2,Yes</s>,yes,1
5,3,No</s>,no,0
5,0,No</s>,no,0
5,1,No</s>,no,0
5,2,No</s>,no,0
5,3,No</s>,no,0
5,0,No</s>,no,0
5,1,No</s>,no,0
5,2,No</s>,no,0
5,3,No</s>,no,0
5,0,No</s>,no,0
5,1,No</s>,no,0
5,2,No</s>,no,0
5,3,No</s>,no,0
5,0,No</s>,no,0
5,1,No</s>,no,0
5,2,No</s>,no,0
5,3,No</s>,no,0
5,0,No</s>,no,0
5,1,No</s>,no,0
5,2,No</s>,no,0
5,3,No</s>,no,0
5,0,No</s>,no,0
5,1,Yes</s>,yes,1
5,2,No</s>,no,0
5,3,No</s>,no,0
5,0,Yes</s>,yes,1
5,1,Yes</s>,yes,1
5,2,No the woman is not showing something. She is walking past a parked white scooter.</s>,no,0
5,3,No the woman is not showing the scooter to another woman. She is simply standing near the parked scooter.</s>,no,0
5,0,Yes</s>,yes,1
5,1,Yes</s>,yes,1
5,2,No the woman is not showing anything. She is sitting on a pink scooter which is parked on the sidewalk.</s>,no,0
5,3,No the woman is not showing the scooter to another woman. She is sitting on the scooter and looking at the camera.</s>,no,0
5,0,No</s>,no,0
5,1,Yes</s>,yes,1
5,2,No</s>,no,0
5,3,No</s>,no,0
6,0,Yes</s>,yes,1
6,1,No the man is not wearing a suit. He is wearing a green shirt.</s>,no,0
6,2,No</s>,no,0
6,3,Yes</s>,yes,1
6,4,Yes</s>,yes,1
6,0,Yes</s>,yes,1
6,1,Yes the man is wearing a suit.</s>,yes,1
6,2,Yes</s>,yes,1
6,3,No</s>,no,0
6,4,No</s>,no,0
6,0,Yes</s>,yes,1
6,1,No the man is not wearing a suit. He is wearing a green jacket and a white shirt.</s>,no,0
6,2,Yes the suit is green.</s>,yes,1
6,3,No</s>,no,0
6,4,No</s>,no,0
6,0,Yes</s>,yes,1
6,1,Yes</s>,yes,1
6,2,Yes</s>,yes,1
6,3,No</s>,no,0
6,4,No</s>,no,0
6,0,Yes</s>,yes,1
6,1,No</s>,no,0
6,2,No</s>,no,0
6,3,Yes</s>,yes,1
6,4,Yes</s>,yes,1
6,0,Yes</s>,yes,1
6,1,No the man is not wearing a suit. He is wearing a striped shirt.</s>,no,0
6,2,No</s>,no,0
6,3,Yes</s>,yes,1
6,4,Yes</s>,yes,1
6,0,Yes</s>,yes,1
6,1,No the man is not wearing a suit. He is wearing a blue shirt.</s>,no,0
6,2,No</s>,no,0
6,3,Yes</s>,yes,1
6,4,Yes</s>,yes,1
6,0,Yes</s>,yes,1
6,1,No the man is not wearing a suit. He is wearing a blue shirt and a brown jacket.</s>,no,0
6,2,No</s>,no,0
6,3,Yes</s>,yes,1
6,4,Yes</s>,yes,1
6,0,Yes</s>,yes,1
6,1,Yes the man is wearing a suit.</s>,yes,1
6,2,Yes</s>,yes,1
6,3,No</s>,no,0
6,4,No</s>,no,0
6,0,Yes</s>,yes,1
6,1,Yes the man is wearing a suit.</s>,yes,1
6,2,Yes</s>,yes,1
6,3,No</s>,no,0
6,4,No</s>,no,0
6,0,Yes</s>,yes,1
6,1,Yes the man is wearing a suit.</s>,yes,1
6,2,Yes</s>,yes,1
6,3,No</s>,no,0
6,4,No</s>,no,0
6,0,Yes</s>,yes,1
6,1,Yes</s>,yes,1
6,2,Yes the suit is green.</s>,yes,1
6,3,No</s>,no,0
6,4,No</s>,no,0
6,0,Yes</s>,yes,1
6,1,No the man is not wearing a suit. He is wearing a tank top.</s>,no,0
6,2,No</s>,no,0
6,3,No</s>,no,0
6,4,No</s>,no,0
6,0,Yes</s>,yes,1
6,1,No</s>,no,0
6,2,No</s>,no,0
6,3,No</s>,no,0
6,4,No</s>,no,0
6,0,Yes</s>,yes,1
6,1,No</s>,no,0
6,2,No</s>,no,0
6,3,No</s>,no,0
6,4,No</s>,no,0
6,0,Yes</s>,yes,1
6,1,No the man is not wearing a suit. He is wearing a shirt and a tie.</s>,no,0
6,2,No</s>,no,0
6,3,No</s>,no,0
6,4,No the man is not leaning over a laptop. He is sitting on the ground with his hands clasped in front of him.</s>,no,0
6,0,No</s>,no,0
6,1,No</s>,no,0
6,2,No</s>,no,0
6,3,Yes</s>,yes,1
6,4,No</s>,no,0
6,0,No</s>,no,0
6,1,No</s>,no,0
6,2,No</s>,no,0
6,3,Yes</s>,yes,1
6,4,No</s>,no,0
6,0,No</s>,no,0
6,1,No</s>,no,0
6,2,No</s>,no,0
6,3,Yes</s>,yes,1
6,4,No the man is not leaning over the laptop. The laptop is sitting on a wooden table.</s>,no,0
6,0,No</s>,no,0
6,1,No</s>,no,0
6,2,No</s>,no,0
6,3,Yes</s>,yes,1
6,4,No</s>,no,0
7,0,Yes</s>,yes,1
7,1,Yes</s>,yes,1
7,2,Yes</s>,yes,1
7,3,Yes</s>,yes,1
7,4,Yes</s>,yes,1
7,0,Yes</s>,yes,1
7,1,Yes</s>,yes,1
7,2,Yes there is a tennis court in the image.</s>,yes,1
7,3,Yes</s>,yes,1
7,4,Yes</s>,yes,1
7,0,Yes</s>,yes,1
7,1,Yes</s>,yes,1
7,2,Yes</s>,yes,1
7,3,Yes</s>,yes,1
7,4,Yes</s>,yes,1
7,0,Yes</s>,yes,1
7,1,Yes</s>,yes,1
7,2,Yes there is a tennis court in the image.</s>,yes,1
7,3,Yes</s>,yes,1
7,4,Yes</s>,yes,1
7,0,Yes</s>,yes,1
7,1,No</s>,no,0
7,2,Yes</s>,yes,1
7,3,Yes</s>,yes,1
7,4,Yes the woman is holding the racquet while playing tennis.</s>,yes,1
7,0,Yes</s>,yes,1
7,1,Yes</s>,yes,1
7,2,Yes there is a tennis court in the image.</s>,yes,1
7,3,Yes</s>,yes,1
7,4,Yes</s>,yes,1
7,0,Yes</s>,yes,1
7,1,Yes</s>,yes,1
7,2,No there is no tennis court in the image. The woman is holding a tennis racket but she is not on a court.</s>,no,0
7,3,No</s>,no,0
7,4,Yes</s>,yes,1
7,0,Yes</s>,yes,1
7,1,Yes</s>,yes,1
7,2,Yes there is a tennis court in the image.</s>,yes,1
7,3,Yes</s>,yes,1
7,4,Yes</s>,yes,1
7,0,Yes</s>,yes,1
7,1,Yes</s>,yes,1
7,2,No there is no tennis court in the image. The woman is standing in front of a gray wall.</s>,no,0
7,3,No</s>,no,0
7,4,Yes</s>,yes,1
7,0,Yes</s>,yes,1
7,1,Yes</s>,yes,1
7,2,No there is no tennis court in the image. The woman is standing in front of a white wall.</s>,no,0
7,3,No</s>,no,0
7,4,Yes</s>,yes,1
7,0,Yes</s>,yes,1
7,1,Yes</s>,yes,1
7,2,Yes</s>,yes,1
7,3,Yes</s>,yes,1
7,4,Yes</s>,yes,1
7,0,No</s>,no,0
7,1,Yes</s>,yes,1
7,2,Yes there is a tennis court in the image.</s>,yes,1
7,3,No</s>,no,0
7,4,No</s>,no,0
7,0,No</s>,no,0
7,1,Yes there is a racquet on the tennis court.</s>,yes,1
7,2,Yes there is a tennis court in the image.</s>,yes,1
7,3,No</s>,no,0
7,4,No</s>,no,0
7,0,No</s>,no,0
7,1,Yes</s>,yes,1
7,2,Yes</s>,yes,1
7,3,No</s>,no,0
7,4,No</s>,no,0
7,0,No</s>,no,0
7,1,Yes</s>,yes,1
7,2,Yes</s>,yes,1
7,3,No</s>,no,0
7,4,No the woman is not holding the racquet. The racquet is laying on the ground.</s>,no,0
7,0,No</s>,no,0
7,1,No</s>,no,0
7,2,Yes</s>,yes,1
7,3,No</s>,no,0
7,4,No</s>,no,0
7,0,No</s>,no,0
7,1,Yes</s>,yes,1
7,2,Yes there is a tennis court in the image.</s>,yes,1
7,3,No the woman is not on top of the tennis court. She is standing on the side of the tennis court.</s>,no,0
7,4,Yes</s>,yes,1
7,0,No</s>,no,0
7,1,Yes</s>,yes,1
7,2,Yes there is a tennis court in the image.</s>,yes,1
7,3,Yes the woman is standing on top of the tennis court.</s>,yes,1
7,4,Yes the woman is holding the racquet while standing on the tennis court.</s>,yes,1
7,0,No</s>,no,0
7,1,Yes</s>,yes,1
7,2,Yes there is a tennis court in the image.</s>,yes,1
7,3,Yes the woman is standing on top of the tennis court.</s>,yes,1
7,4,Yes the woman is holding the racquet while standing on the tennis court.</s>,yes,1
7,0,No</s>,no,0
7,1,No</s>,no,0
7,2,Yes there is a tennis court in the image.</s>,yes,1
7,3,Yes</s>,yes,1
7,4,Yes</s>,yes,1
7,0,No</s>,no,0
7,1,Yes</s>,yes,1
7,2,Yes there is a tennis court in the image.</s>,yes,1
7,3,No</s>,no,0
7,4,No</s>,no,0
7,0,Yes</s>,yes,1
7,1,No</s>,no,0
7,2,No</s>,no,0
7,3,No</s>,no,0
7,4,No</s>,no,0
7,0,Yes</s>,yes,1
7,1,No</s>,no,0
7,2,No</s>,no,0
7,3,No</s>,no,0
7,4,No</s>,no,0
7,0,Yes</s>,yes,1
7,1,No</s>,no,0
7,2,No</s>,no,0
7,3,No</s>,no,0
7,4,No</s>,no,0
7,0,No</s>,no,0
7,1,Yes</s>,yes,1
7,2,No</s>,no,0
7,3,No</s>,no,0
7,4,No</s>,no,0
7,0,No</s>,no,0
7,1,Yes</s>,yes,1
7,2,No there is no tennis court in the image. The image features a tennis racket resting on a wall.</s>,no,0
7,3,No</s>,no,0
7,4,No</s>,no,0
7,0,No</s>,no,0
7,1,Yes</s>,yes,1
7,2,No</s>,no,0
7,3,No</s>,no,0
7,4,No</s>,no,0
7,0,No</s>,no,0
7,1,Yes</s>,yes,1
7,2,No</s>,no,0
7,3,No</s>,no,0
7,4,No</s>,no,0
7,0,No</s>,no,0
7,1,Yes</s>,yes,1
7,2,Yes there is a tennis court in the image.</s>,yes,1
7,3,No</s>,no,0
7,4,No</s>,no,0
8,0,Yes there is a laptop in the image.</s>,yes,1
