id,question_id,vqa_answer,mc_answer,correct
1,1,No there is no wall of windows in the image. The image features a collection of airplanes displayed on a grassy field.</s>,no,0
1,2,The planes are parked on a dirt field.</s>,concrete wall,0
1,3,Yes there is a group of planes in the image.</s>,yes,1
1,4,No the wall of windows is not large. It is a small wall of windows.</s>,no,0
1,0,Yes there are several planes in the image.</s>,yes,1
1,1,Yes there is a wall of windows on the side of one of the airplanes.</s>,yes,1
1,2,There is a wall behind the planes.</s>,wall of windows,1
1,3,Yes there is a group of planes in the image.</s>,yes,1
1,4,No the wall of windows is small.</s>,no,0
1,0,Yes there are many planes in the image.</s>,yes,1
1,1,Yes there is a wall of windows in the image which is part of the airplanes.</s>,yes,1
1,2,The planes are sitting on top of a water surface which could be a lake or a water runway.</s>,concrete wall,0
1,3,Yes there is a group of planes in the image.</s>,yes,1
1,4,Yes the wall of windows on the airplane is large.</s>,yes,1
1,0,Yes there are many planes parked in the lot.</s>,yes,1
1,1,No there is no wall of windows in the image. The image features a large number of airplanes parked on the tarmac with some of them lined up in rows.</s>,no,0
1,2,There is a hedge behind the planes.</s>,wall of windows,1
1,3,Yes there is a group of planes parked on the tarmac.</s>,yes,1
1,4,Yes the wall of windows is large as it is described as a "large wall of windows" in the image.</s>,yes,1
1,0,No there are no planes in the image. The image features a large window with many smaller windows within it creating a pattern of squares.</s>,no,0
1,1,Yes there is a wall of windows in the image.</s>,yes,1
1,2,100 windows are behind the planes in the image.</s>,wall of windows,1
1,3,No there are no planes in the image. The image features a large glass window with many small windows giving the appearance of a building with many windows.</s>,no,0
1,4,Yes the wall of windows is large and filled with many windows.</s>,yes,1
1,0,No there are no planes in the image. The image features a large building with many windows and the focus is on the glass windows and the view outside.</s>,no,0
1,1,Yes there is a wall of windows in the image.</s>,yes,1
1,2,There are no planes in the image. The image features a large building with many windows and the sky can be seen through the windows.</s>,wall of windows,1
1,3,No there are no planes in the image. The image features a large building with many windows.</s>,no,0
1,4,Yes the wall of windows is large covering the entire wall of the building.</s>,yes,1
1,0,No there are no planes in the image. The image features a tall brick building with many windows.</s>,no,0
1,1,Yes there is a wall of windows on the building.</s>,yes,1
1,2,The planes are behind the windows of a building.</s>,wall of windows,1
1,3,0</s>,no,0
1,4,Yes the wall of windows is large covering the entire side of the building.</s>,yes,1
1,0,0</s>,no,0
1,1,Yes there is a wall of windows in the image.</s>,yes,1
1,2,100 windows are behind the planes.</s>,wall of windows,1
1,3,No there are no planes in the image. The image features a row of windows on a building with the sky visible through them.</s>,no,0
1,4,Yes the wall of windows is large covering a significant portion of the building's exterior.</s>,yes,1
1,0,No there are no planes in the image. The image features a large room with many windows and the sky is visible through the windows.</s>,no,0
1,1,Yes there is a wall of windows in the image.</s>,yes,1
1,2,There are trees behind the planes.</s>,wall of windows,1
1,3,No there are no planes in the image. The image features a large room with many windows and a wooden floor.</s>,no,0
1,4,Yes the wall of windows is large as it spans the entire length of the room.</s>,yes,1
2,0,Yes this is a bear.</s>,yes,1
2,1,A brown bear is walking across the forest.</s>,bear,1
2,2,Yes this is a forest with trees and a bear walking through it.</s>,yes,1
2,3,This is a forest environment with trees and bushes surrounding the bear.</s>,forest,1
2,4,Yes there are trees in the image.</s>,yes,1
2,5,Yes the bear is walking through the forest surrounded by trees and bushes.</s>,yes,1
2,6,Yes the bear in the image is brown.</s>,yes,1
2,7,The bear is brown.</s>,brown,1
2,0,Yes this is a bear.</s>,yes,1
2,1,A bear is walking across the forest.</s>,bear,1
2,2,Yes this is a forest as evidenced by the presence of trees and the bear walking through the woods.</s>,yes,1
2,3,This is a forest environment with a bear walking through the woods.</s>,forest,1
2,4,Yes there are trees in the image and the bear is walking through a forest.</s>,yes,1
2,5,Yes the bear is walking through the forest.</s>,yes,1
2,6,Yes the bear in the image is brown.</s>,yes,1
2,7,The bear is brown.</s>,brown,1
2,0,Yes this is a bear.</s>,yes,1
2,1,A brown bear is walking across the forest.</s>,bear,1
2,2,Yes this is a forest as evidenced by the presence of trees and the bear walking through the woods.</s>,yes,1
2,3,This is a forest environment with a brown bear walking through the woods.</s>,forest,1
2,4,Yes there are trees in the image.</s>,yes,1
2,5,Yes the bear is walking through the woods surrounded by trees and greenery.</s>,yes,1
2,6,Yes the bear is brown.</s>,yes,1
2,7,The bear is brown.</s>,brown,1
2,0,Yes this is a bear.</s>,yes,1
2,1,A large brown bear is walking across the forest.</s>,bear,1
2,2,Yes this is a forest as the image shows a large brown bear walking through the woods.</s>,yes,1
2,3,This is a forest environment with a large brown bear walking through the woods.</s>,forest,1
2,4,Yes there are trees in the image with the bear standing on a hill near them.</s>,yes,1
2,5,Yes the bear is walking in the woods.</s>,yes,1
2,6,Yes the bear in the image is brown.</s>,yes,1
2,7,The bear is brown.</s>,brown,1
2,0,Yes this is a bear.</s>,yes,1
2,1,A large brown bear is walking across the forest.</s>,bear,1
2,2,Yes this is a forest as evidenced by the presence of trees and the bear walking through the woods.</s>,yes,1
2,3,This is a forest environment with a brown bear walking through a wooded area.</s>,forest,1
2,4,Yes there are trees in the image.</s>,yes,1
2,5,Yes the bear is walking through the forest on a dirt path.</s>,yes,1
2,6,Yes the bear in the image is brown.</s>,yes,1
2,7,The bear is brown.</s>,brown,1
2,0,Yes this is a bear.</s>,yes,1
2,1,A brown bear is walking across the forest.</s>,bear,1
2,2,Yes this is a forest as evidenced by the presence of trees and the bear walking through the woods.</s>,yes,1
2,3,This is a forest environment with the bear walking through a wooded area with trees and greenery.</s>,forest,1
2,4,Yes there are trees in the image. The bear is walking through a forest with trees surrounding it.</s>,yes,1
2,5,Yes the bear is walking through the forest.</s>,yes,1
2,6,Yes the bear is brown.</s>,yes,1
2,7,The bear is brown.</s>,brown,1
2,0,Yes this is a bear.</s>,yes,1
2,1,A bear is walking across the forest.</s>,bear,1
2,2,Yes this is a forest as evidenced by the presence of trees and the snow-covered ground.</s>,yes,1
2,3,This is a snowy forest environment with trees and snow covering the ground.</s>,forest,1
2,4,Yes there are trees in the image.</s>,yes,1
2,5,Yes the bear is walking through the snow-covered forest.</s>,yes,1
2,6,Yes the bear in the image is brown.</s>,yes,1
2,7,The bear is brown.</s>,brown,1
2,0,Yes this is a bear.</s>,yes,1
2,1,A bear is walking across the forest.</s>,bear,1
2,2,Yes this is a forest as evidenced by the presence of trees greenery and a brown bear walking through the woods.</s>,yes,1
2,3,This is a forest environment with a large brown bear standing among the trees and bushes.</s>,forest,1
2,4,Yes there are trees in the image with a large tree in front of the bear.</s>,yes,1
2,5,Yes the bear is walking through the forest.</s>,yes,1
2,6,Yes the bear in the image is brown.</s>,yes,1
2,7,The bear is brown.</s>,brown,1
2,0,Yes this is a bear.</s>,yes,1
2,1,A large brown bear is walking across the forest.</s>,bear,1
2,2,Yes this is a forest as evidenced by the presence of trees and the bear walking through the woods.</s>,yes,1
2,3,This is a forest environment with a large brown bear walking through the woods.</s>,forest,1
2,4,Yes there are trees in the image.</s>,yes,1
2,5,No the bear is not walking. It is standing in the woods surrounded by trees and bushes.</s>,no,0
2,6,Yes the bear in the image is brown.</s>,yes,1
2,7,The bear is brown.</s>,brown,1
2,0,Yes this is a bear.</s>,yes,1
2,1,A large brown bear is walking across the forest.</s>,bear,1
2,2,Yes this is a forest as evidenced by the presence of trees and the bear walking through the woods.</s>,yes,1
2,3,This is a forest environment with a large brown bear walking through the woods.</s>,forest,1
2,4,Yes there are trees in the image.</s>,yes,1
2,5,Yes the bear is walking through the forest.</s>,yes,1
2,6,Yes the bear is brown.</s>,yes,1
2,7,The bear is brown.</s>,brown,1
2,0,Yes this is a bear.</s>,yes,1
2,1,A brown bear is walking across the forest.</s>,bear,1
2,2,Yes this is a forest as the image shows a brown bear walking through a wooded area with trees surrounding it.</s>,yes,1
2,3,This is a forest environment with a brown bear walking through the woods.</s>,forest,1
2,4,Yes there are trees in the image.</s>,yes,1
2,5,Yes the bear is walking through the forest surrounded by trees and bushes.</s>,yes,1
2,6,Yes the bear is brown.</s>,yes,1
2,7,The bear is brown.</s>,brown,1
2,0,No this is not a bear. It is a forest with tall trees and a dirt path.</s>,no,0
2,1,0</s>,squirrel,0
2,2,Yes this is a forest with a dense canopy of trees.</s>,yes,1
2,3,This is a forest environment with a dense forest of tall trees and a forest floor covered in leaves.</s>,forest,1
2,4,Yes there are trees in the image.</s>,yes,1
2,5,No the bear is not walking. It is standing in the woods surrounded by tall trees.</s>,no,0
2,6,No the bear in the image is not brown. It is a black bear.</s>,no,0
2,7,0</s>,black,0
2,0,No this is not a bear. The image shows a forest with tall trees and sunlight filtering through the branches.</s>,no,0
2,1,0</s>,squirrel,0
2,2,Yes this is a forest as evidenced by the tall trees and the sunlight filtering through the trees.</s>,yes,1
2,3,This is a forest environment with a dense forest of tall trees and sunlight filtering through the trees.</s>,forest,1
2,4,Yes there are trees in the image.</s>,yes,1
2,5,No the bear is not walking. It is standing still in the middle of the forest.</s>,no,0
2,6,No the bear in the image is not brown. It is a green bear.</s>,no,0
2,7,The bear is brown.</s>,brown,1
2,0,No this is not a bear. The image shows a forest filled with tall trees and green foliage.</s>,no,0
2,1,0</s>,squirrel,0
2,2,Yes this is a forest as it is filled with many trees and green foliage.</s>,yes,1
2,3,This is a forest environment characterized by a dense forest with tall trees and a lush green forest floor.</s>,forest,1
2,4,Yes there are trees in the image.</s>,yes,1
2,5,0</s>,no,0
2,6,0</s>,no,0
2,7,0</s>,black,0
2,0,No this image does not depict a bear. It shows a forest with tall trees and green foliage.</s>,no,0
2,1,0</s>,squirrel,0
2,2,Yes this is a forest with many trees and a dense foggy atmosphere.</s>,yes,1
2,3,This is a forest environment characterized by tall trees dense foliage and a foggy atmosphere.</s>,forest,1
2,4,Yes there are many trees in the image.</s>,yes,1
2,5,No the bear is not walking. It is standing in the woods surrounded by tall trees and greenery.</s>,no,0
2,6,No the bear in the image is black.</s>,no,0
2,7,The bear is brown.</s>,brown,1
2,0,No this is not a bear. The image shows a forest with tall trees a dirt path and some green plants. It does not depict a bear.</s>,no,0
2,1,0</s>,squirrel,0
2,2,Yes this is a forest with a dense forest of trees and green plants.</s>,yes,1
2,3,This is a forest environment characterized by a dense forest with tall trees a forest floor covered in leaves and a dirt path.</s>,forest,1
2,4,Yes there are trees in the image.</s>,yes,1
2,5,No the bear is not walking. It is standing in the woods surrounded by trees.</s>,no,0
2,6,No the bear in the image is not brown. It is a black bear.</s>,no,0
2,7,0</s>,black,0
2,0,No this is not a bear. It is a forest with trees covered in snow.</s>,no,0
2,1,0</s>,squirrel,0
2,2,Yes this is a forest with many trees.</s>,yes,1
2,3,This is a snowy forest environment with trees covered in snow and a foggy atmosphere.</s>,forest,1
2,4,Yes there are trees in the image.</s>,yes,1
2,5,No the bear is not walking. It is standing in the snow among the trees.</s>,no,0
2,6,No the bear is not brown. It is a black bear.</s>,no,0
2,7,0</s>,black,0
2,0,No this is not a bear. The image shows a forest filled with tall trees and the focus is on the trees and the forest environment not on a bear.</s>,no,0
2,1,0</s>,squirrel,0
2,2,Yes this is a forest.</s>,yes,1
2,3,This is a forest environment characterized by tall trees and a foggy atmosphere.</s>,forest,1
2,4,Yes there are trees in the image.</s>,yes,1
2,5,0</s>,no,0
2,6,No the bear in the image is not brown. It is a black bear.</s>,no,0
2,7,The bear is black.</s>,black,0
2,0,No this is not a bear. The image shows a forest with tall trees and a misty atmosphere. The trees are lined up and there is a grassy area in the forest.</s>,no,0
2,1,0</s>,squirrel,0
2,2,Yes this is a forest as evidenced by the tall trees and the dense forest environment.</s>,yes,1
2,3,This is a forest environment characterized by tall trees fog and a dense forest floor.</s>,forest,1
2,4,Yes there are trees in the image.</s>,yes,1
2,5,0</s>,no,0
2,6,No the bear in the image is not brown. It is a black bear.</s>,no,0
2,7,There is no bear in the image. The image features a forest with tall trees and a foggy atmosphere.</s>,brown,1
2,0,No the image does not show a bear. It features a forest with tall trees a foggy atmosphere and a pathway.</s>,no,0
2,1,0</s>,squirrel,0
2,2,Yes this is a forest as evidenced by the presence of many trees and the foggy atmosphere.</s>,yes,1
2,3,This is a forest environment featuring a dense forest with tall trees and a foggy atmosphere.</s>,forest,1
2,4,Yes there are trees in the image.</s>,yes,1
2,5,0</s>,no,0
2,6,No the bear in the image is not brown. It is a black bear.</s>,no,0
2,7,There is no bear in the image. The image shows a forest with trees and fog.</s>,white,0
2,0,No there is no bear in the image. The image shows a forest with trees leaves and a person walking in the woods.</s>,no,0
2,1,A deer is walking across the forest.</s>,deer,0
2,2,Yes this is a forest as evidenced by the presence of tall trees and the forest floor covered in leaves.</s>,yes,1
2,3,This environment is a forest with tall trees and a forest floor covered in leaves.</s>,forest,1
2,4,Yes there are trees in the image.</s>,yes,1
2,5,Yes the bear is walking through the forest.</s>,yes,1
2,6,No the bear is not brown. It is black.</s>,no,0
2,7,The bear is brown.</s>,brown,1
2,0,No this is not a bear. It is a tree with many birds perched on its branches.</s>,no,0
2,1,0</s>,squirrel,0
2,2,No this is not a forest. It is a tree with many birds perched on its branches.</s>,no,0
2,3,The image depicts a forest environment featuring a large tree with many branches and a flock of birds flying around it. The presence of numerous birds and the dense tree structure suggest that this is a natural habitat for these birds providing them with shelter nesting sites and a source of food. The tree and its surroundings create a serene and peaceful atmosphere typical of a forest setting.</s>,forest,1
2,4,Yes there is a tree in the image.</s>,yes,1
2,5,0</s>,no,0
2,6,No there is no bear in the image. The image features a tree with a lot of birds around it.</s>,no,0
2,7,There is no bear in the image. The image features a tree with birds perched on its branches.</s>,brown,1
3,0,Yes there is a motorcycle in the image.</s>,yes,1
3,1,Yes there is a building in the image.</s>,yes,1
3,2,Yes the motorcycle is large and black.</s>,yes,1
3,3,The motorcycle is a large size.</s>,large,1
3,4,Yes the motorcycle is parked outside.</s>,yes,1
3,5,The motorcycle is parked outside in front of a building.</s>,outside,1
3,0,Yes there is a motorcycle in the image.</s>,yes,1
3,1,Yes there is a building in the image.</s>,yes,1
3,2,Yes the motorcycle is large.</s>,yes,1
3,3,The motorcycle is a large or big bike.</s>,large,1
3,4,Yes the motorcycle is parked outside on the street.</s>,yes,1
3,5,The motorcycle is parked outside of a building.</s>,outside,1
3,0,Yes there is a motorcycle in the image.</s>,yes,1
3,1,Yes there is a building in the image and the motorcycle is parked in front of it.</s>,yes,1
3,2,Yes the motorcycle is large and black.</s>,yes,1
3,3,The motorcycle is a large or big bike.</s>,large,1
3,4,Yes the motorcycle is outside parked on the side of a street.</s>,yes,1
3,5,The motorcycle is parked outside of the building.</s>,outside,1
3,0,Yes there is a motorcycle parked on the side of the road.</s>,yes,1
3,1,Yes there is a building in the image.</s>,yes,1
3,2,Yes the motorcycle is large and has a big wheel.</s>,yes,1
3,3,The motorcycle is a large or big motorcycle.</s>,large,1
3,4,Yes the motorcycle is parked outside.</s>,yes,1
3,5,The motorcycle is parked outside in front of a building.</s>,outside,1
3,0,Yes there is a motorcycle in the image.</s>,yes,1
3,1,Yes there is a building in the background of the image.</s>,yes,1
3,2,Yes the motorcycle is large and has a big wheel.</s>,yes,1
3,3,The motorcycle is a large or "big" motorcycle.</s>,large,1
3,4,Yes the motorcycle is outside parked on a street.</s>,yes,1
3,5,The motorcycle is parked outside the building.</s>,outside,1
3,0,Yes there is a motorcycle in the image.</s>,yes,1
3,1,Yes there is a building in the image.</s>,yes,1
3,2,Yes the motorcycle is large as it is described as a "big motorcycle" in the image.</s>,yes,1
3,3,The motorcycle is a large or big bike.</s>,large,1
3,4,Yes the motorcycle is parked outside in front of a building.</s>,yes,1
3,5,The motorcycle is parked outside the building.</s>,outside,1
3,0,No there is no motorcycle in the image. The image features a building with large glass doors and a walkway in front of it.</s>,no,0
3,1,Yes there is a building in the image.</s>,yes,1
3,2,No the motorcycle is small in size.</s>,no,0
3,3,1000</s>,small,0
3,4,No the motorcycle is inside the building parked in a garage.</s>,no,0
3,5,The motorcycle is outside the building parked in front of it.</s>,outside,1
3,0,No there is no motorcycle in the image. The image features a tall building with many windows.</s>,no,0
3,1,Yes there is a building in the image.</s>,yes,1
3,2,No the motorcycle is small in size.</s>,no,0
3,3,0</s>,small,0
3,4,No the motorcycle is parked inside the building specifically in the parking garage.</s>,no,0
3,5,The motorcycle is outside the building.</s>,outside,1
3,0,No there is no motorcycle in the image. The image features a large building with a doorway and a flag on top of it.</s>,no,0
3,1,Yes there is a building in the image.</s>,yes,1
3,2,No the motorcycle in the image is small.</s>,no,0
3,3,The motorcycle is small in size.</s>,small,0
3,4,Yes the motorcycle is parked outside in front of the building.</s>,yes,1
3,5,The motorcycle is parked outside the building.</s>,outside,1
3,0,0</s>,no,0
3,1,Yes there is a building in the image.</s>,yes,1
3,2,No the motorcycle is not large. It is a small motorcycle.</s>,no,0
3,3,0</s>,small,0
3,4,No the motorcycle is inside a building.</s>,no,0
3,5,The motorcycle is outside the building parked in front of it.</s>,outside,1
3,0,No there is no motorcycle in the image. The image features a building with a window and a vent.</s>,no,0
3,1,Yes there is a building in the image.</s>,yes,1
3,2,No the motorcycle is not large. It is described as a small motorcycle.</s>,no,0
3,3,1000</s>,small,0
3,4,No the motorcycle is inside the building parked in a garage.</s>,no,0
3,5,The motorcycle is outside the building parked next to it.</s>,outside,1
4,0,Yes this is a skateboarder performing a trick on a ramp.</s>,yes,1
4,1,A skateboarder is trying to pull off a trick.</s>,skateboarder,1
4,2,Yes there is a ramp in the image.</s>,yes,1
4,3,The skateboarder is attempting to perform a trick on the ramp which involves jumping into the air while riding the skateboard.</s>,pull off a trick,1
4,4,Yes the skateboarder is a male.</s>,yes,1
4,0,Yes this is a skateboarder who is performing a trick on his skateboard.</s>,yes,1
4,1,A man is trying to pull off a trick on a skateboard.</s>,skateboarder,1
4,2,Yes there is a ramp in the image. The man is riding a skateboard down the ramp.</s>,yes,1
4,3,The skateboarder is attempting to perform a trick on the ramp which involves balancing on the edge of the skateboard while riding it. This requires skill control and balance to execute successfully. The skateboarder is likely trying to showcase their abilities and demonstrate their expertise in skateboarding.</s>,pull off a trick,1
4,4,Yes the skateboarder is a male.</s>,yes,1
4,0,Yes this is a skateboarder performing a trick in the air.</s>,yes,1
4,1,A young man is trying to pull off a trick on his skateboard.</s>,skateboarder,1
4,2,No there is no ramp in the image. The skateboarder is performing a trick on a sidewalk or a cement surface.</s>,no,0
4,3,The skateboarder is attempting to perform a trick on the ramp which involves jumping into the air while riding the skateboard. This requires skill balance and control to execute successfully. The image shows the skateboarder in mid-air indicating that they have managed to launch themselves off the ramp and are now in the process of completing the trick.</s>,pull off a trick,1
4,4,Yes the skateboarder is a male.</s>,yes,1
4,0,Yes this is a skateboarder performing a trick on a ramp.</s>,yes,1
4,1,A man is trying to pull off a trick on a skateboard at a skate park.</s>,skateboarder,1
4,2,Yes there is a ramp in the image.</s>,yes,1
4,3,The skateboarder is attempting to perform a trick on the ramp which involves jumping off the ramp and flying through the air while riding the skateboard. This showcases their skill and control over the skateboard as they navigate the ramp and execute the trick. The skateboarder's body position and the skateboard's position in the air indicate that they are in the middle of the trick demonstrating their expertise and athleticism in the sport of skateboarding.</s>,pull off a trick,1
4,4,Yes the skateboarder is a male.</s>,yes,1
4,0,Yes this is a skateboarder performing a trick on a skateboard.</s>,yes,1
4,1,A man is trying to pull off a trick on his skateboard.</s>,skateboarder,1
4,2,No there is no ramp in the image. The skateboarder is performing a trick on a flat surface.</s>,no,0
4,3,The skateboarder is attempting to perform a trick on the ramp.</s>,pull off a trick,1
4,4,Yes the skateboarder is male.</s>,yes,1
4,0,Yes this is a skateboarder who is performing a trick on a skateboard.</s>,yes,1
4,1,A young man is trying to pull off a trick on his skateboard.</s>,skateboarder,1
4,2,No there is no ramp in the image. The skateboarder is performing a trick on a flat surface.</s>,no,0
4,3,The skateboarder is attempting to perform a trick on the ramp which involves balancing on the edge of the ramp and possibly executing a jump or maneuver. The image shows the skateboarder in mid-air with the skateboard beneath them indicating that they are actively engaged in the trick. The skateboarder's body position and focus on the ramp suggest that they are trying to maintain control and balance during the trick which is a crucial aspect of skateboarding.</s>,pull off a trick,1
4,4,Yes the skateboarder is male.</s>,yes,1
4,0,Yes this is a skateboarder performing a jump or trick in the air.</s>,yes,1
4,1,A young man is trying to pull off a trick on his skateboard.</s>,skateboarder,1
4,2,Yes there is a ramp in the image. The skateboarder is performing a trick on the ramp.</s>,yes,1
4,3,The skateboarder is attempting to perform a trick on the ramp which involves jumping into the air while riding the skateboard. This requires skill balance and control to execute successfully. The image captures the skateboarder in mid-air showcasing the impressive height and movement achieved during the trick.</s>,pull off a trick,1
4,4,Yes the skateboarder is male.</s>,yes,1
4,0,Yes this is a skateboarder performing a trick in the air.</s>,yes,1
4,1,A young man is trying to pull off a trick on his skateboard.</s>,skateboarder,1
4,2,No there is no ramp in the image. The skateboarder is performing a trick on a flat surface specifically a cement ground.</s>,no,0
4,3,The skateboarder is attempting to perform a trick on the ramp which involves jumping into the air while riding the skateboard.</s>,pull off a trick,1
4,4,Yes the skateboarder is a male.</s>,yes,1
4,0,Yes this is a skateboarder performing a trick in the air.</s>,yes,1
4,1,A man is trying to pull off a trick on his skateboard.</s>,skateboarder,1
4,2,Yes there is a ramp in the image and the skateboarder is performing a trick on it.</s>,yes,1
4,3,The skateboarder is attempting to perform a trick on the ramp which involves jumping into the air with the skateboard.</s>,jump over,0
4,4,Yes the skateboarder is male.</s>,yes,1
4,0,Yes this is a skateboarder performing a trick in the air.</s>,yes,1
4,1,The skateboarder is trying to pull off a trick.</s>,skateboarder,1
4,2,Yes there is a ramp in the image.</s>,yes,1
4,3,The skateboarder is attempting to perform a trick on the ramp which involves jumping high into the air while riding the skateboard.</s>,pull off a trick,1
4,4,Yes the skateboarder is a male.</s>,yes,1
4,0,No this is not a skateboarder. The image shows a person riding a motorcycle performing a trick in the air.</s>,no,0
4,1,A man is trying to pull off a trick on his motorcycle.</s>,cyclist,0
4,2,Yes there is a ramp in the image.</s>,yes,1
4,3,The skateboarder is attempting to perform a trick on the ramp which involves jumping and flipping the skateboard in the air.</s>,pull off a trick,1
4,4,Yes the skateboarder is male.</s>,yes,1
4,0,No this is a person on a motorcycle performing a trick in the air.</s>,no,0
4,1,A person on a motorcycle is trying to pull off a trick.</s>,cyclist,0
4,2,Yes there is a ramp in the image and a person is performing a trick on a dirt bike while jumping over it.</s>,yes,1
4,3,The skateboarder is attempting to perform a trick on the ramp which involves jumping high into the air while riding the skateboard.</s>,pull off a trick,1
4,4,Yes the skateboarder is a male.</s>,yes,1
4,0,No this is not a skateboarder. The image shows a person riding a bicycle performing a trick in the air.</s>,no,0
